"","x"
"1438",8727
"1439",5869
"1440",2539
"1441",8700
"1442",2018
"1443",6185
"1444",619
"1445",5192
"1446",1144
"1447",2182
"1448",1636
"1449",1243
"1450",2282
"1451",2185
"1452",5420
"1453",5959
"1454",4258
"1455",8244
"1456",8573
"1457",2663
"1458",5317
"1459",6461
"1460",4969
"1461",6762
"1462",8695
"1463",6592
"1464",5387
"1465",5307
"1466",2877
"1467",8738
"1468",3561
"1469",7624
"1470",2129
"1471",2520
"1472",5624
"1473",4149
"1474",6622
"1475",7894
"1476",1965
"1477",5674
"1478",4522
"1479",1742
"1480",1827
"1481",310
"1482",5814
"1483",616
"1484",1261
"1485",1092
"1486",8509
"1487",1411
"1488",4086
"1489",6060
"1490",2211
"1491",4119
"1492",7660
"1493",547
"1494",5741
"1495",8323
"1496",756
"1497",7787
"1498",8270
"1499",1818
"1500",4925
"1501",1782
"1502",8118
"1503",5256
"1504",1163
"1505",6968
"1506",7409
"1507",8450
"1508",1558
"1509",5993
"1510",6264
"1511",4547
"1512",240
"1513",1619
"1514",7376
"1515",4390
"1516",7701
"1517",4773
"1518",6958
"1519",2112
"1520",3309
"1521",2300
"1522",8017
"1523",4168
"1524",6924
"1525",5428
"1526",6077
"1527",5468
"1528",1929
"1529",6128
"1530",649
"1531",2602
"1532",406
"1533",2973
"1534",5391
"1535",965
"1536",5265
"1537",5781
"1538",54
"1539",2964
"1540",5887
"1541",777
"1542",4634
"1543",2272
"1544",5456
"1545",6343
"1546",3257
"1547",7622
"1548",5594
"1549",7763
"1550",5245
"1551",6586
"1552",8819
"1553",8257
"1554",2595
"1555",3266
"1556",1214
"1557",830
"1558",8263
"1559",569
"1560",2604
"1561",6294
"1562",441
"1563",1983
"1564",7
"1565",6259
"1566",8284
"1567",2222
"1568",4162
"1569",2820
"1570",4188
"1571",7792
"1572",229
"1573",5316
"1574",2930
"1575",8039
"1576",6156
"1577",51
"1578",5299
"1579",2359
"1580",5581
"1581",2562
"1582",2301
"1583",3103
"1584",7273
"1585",1869
"1586",1740
"1587",1362
"1588",6284
"1589",4889
"1590",864
"1591",5324
"1592",2409
"1593",4983
"1594",8046
"1595",1951
"1596",3802
"1597",2124
"1598",6430
"1599",8711
"1600",2766
"1601",4340
"1602",2379
"1603",3838
"1604",1996
"1605",6488
"1606",4469
"1607",464
"1608",7731
"1609",1998
"1610",1209
"1611",2030
"1612",335
"1613",5788
"1614",8329
"1615",8668
"1616",4738
"1617",1919
"1618",8121
"1619",1106
"1620",1762
"1621",4150
"1622",3818
"1623",5836
"1624",2744
"1625",3051
"1626",3333
"1627",1025
"1628",44
"1629",6623
"1630",6275
"1631",1786
"1632",1935
"1633",7408
"1634",2380
"1635",6571
"1636",5257
"1637",4698
"1638",6791
"1639",2044
"1640",3804
"1641",5519
"1642",7338
"1643",704
"1644",3989
"1645",7773
"1646",3235
"1647",8815
"1648",5318
"1649",7573
"1650",3427
"1651",2509
"1652",4555
"1653",4564
"1654",5138
"1655",8178
"1656",3384
"1657",332
"1658",1936
"1659",2051
"1660",8342
"1661",6361
"1662",8635
"1663",2840
"1664",2287
"1665",7519
"1666",1439
"1667",3879
"1668",6944
"1669",8730
"1670",6098
"1671",1191
"1672",8255
"1673",5686
"1674",7900
"1675",1865
"1676",1010
"1677",882
"1678",853
"1679",2356
"1680",7720
"1681",259
"1682",7313
"1683",5765
"1684",5186
"1685",4804
"1686",3324
"1687",1702
"1688",697
"1689",7857
"1690",3915
"1691",3447
"1692",6408
"1693",8172
"1694",2076
"1695",2837
"1696",1154
"1697",1748
"1698",7820
"1699",692
"1700",4451
"1701",6970
"1702",7444
"1703",7850
"1704",7972
"1705",4894
"1706",1035
"1707",5221
"1708",2887
"1709",3661
"1710",1899
"1711",5035
"1712",5093
"1713",4315
"1714",3731
"1715",1448
"1716",1457
"1717",5003
"1718",3343
"1719",1597
"1720",3058
"1721",686
"1722",1989
"1723",7206
"1724",2789
"1725",3326
"1726",3442
"1727",5608
"1728",2922
"1729",7522
"1730",7325
"1731",8786
"1732",5020
"1733",221
"1734",1746
"1735",3245
"1736",8609
"1737",7816
"1738",7648
"1739",6296
"1740",498
"1741",558
"1742",3143
"1743",1221
"1744",3588
"1745",7234
"1746",2962
"1747",3600
"1748",949
"1749",7037
"1750",8193
"1751",8629
"1752",3100
"1753",3318
"1754",3945
"1755",8777
"1756",682
"1757",7744
"1758",3229
"1759",5807
"1760",1806
"1761",3039
"1762",4713
"1763",3367
"1764",2449
"1765",5268
"1766",5949
"1767",2039
"1768",8528
"1769",2716
"1770",2003
"1771",4200
"1772",6468
"1773",1583
"1774",2935
"1775",8129
"1776",4632
"1777",7090
"1778",4807
"1779",6537
"1780",3150
"1781",6808
"1782",2012
"1783",1213
"1784",8709
"1785",7142
"1786",3765
"1787",1855
"1788",6765
"1789",5149
"1790",460
"1791",6207
"1792",1330
"1793",5562
"1794",6369
"1795",3416
"1796",8410
"1797",3379
"1798",8758
"1799",1453
"1800",8082
"1801",3198
"1802",7906
"1803",7305
"1804",3625
"1805",4635
"1806",6616
"1807",4717
"1808",1610
"1809",5889
"1810",1236
"1811",463
"1812",4662
"1813",5272
"1814",677
"1815",8336
"1816",2096
"1817",6866
"1818",1438
"1819",983
"1820",4700
"1821",2788
"1822",7532
"1823",1603
"1824",325
"1825",5301
"1826",263
"1827",3768
"1828",3953
"1829",1386
"1830",273
"1831",7227
"1832",6992
"1833",2382
"1834",4419
"1835",1752
"1836",5377
"1837",1857
"1838",7916
"1839",7246
"1840",3618
"1841",2186
"1842",3434
"1843",3032
"1844",235
"1845",4304
"1846",7093
"1847",467
"1848",4112
"1849",36
"1850",6781
"1851",990
"1852",7524
"1853",8210
"1854",3089
"1855",6058
"1856",1984
"1857",130
"1858",560
"1859",5963
"1860",2028
"1861",5653
"1862",2857
"1863",3815
"1864",1828
"1865",4359
"1866",1570
"1867",5841
"1868",215
"1869",3484
"1870",6281
"1871",1079
"1872",6514
"1873",2645
"1874",7437
"1875",2378
"1876",7685
"1877",7721
"1878",2306
"1879",8225
"1880",6313
"1881",7434
"1882",5089
"1883",5209
"1884",1718
"1885",8812
"1886",3533
"1887",3829
"1888",83
"1889",3779
"1890",8153
"1891",5411
"1892",4123
"1893",1229
"1894",4312
"1895",6666
"1896",6925
"1897",7996
"1898",6383
"1899",700
"1900",4820
"1901",761
"1902",4507
"1903",3414
"1904",5172
"1905",4736
"1906",2419
"1907",1186
"1908",4690
"1909",6986
"1910",7596
"1911",4020
"1912",5205
"1913",7078
"1914",1692
"1915",168
"1916",5940
"1917",7779
"1918",233
"1919",7780
"1920",8418
"1921",1732
"1922",615
"1923",5533
"1924",1368
"1925",512
"1926",434
"1927",4418
"1928",2571
"1929",967
"1930",3381
"1931",5180
"1932",2809
"1933",6696
"1934",1042
"1935",881
"1936",510
"1937",7718
"1938",5768
"1939",5158
"1940",5855
"1941",6984
"1942",1288
"1943",7377
"1944",2336
"1945",8488
"1946",1781
"1947",2328
"1948",8399
"1949",4860
"1950",7164
"1951",5438
"1952",5141
"1953",7958
"1954",5941
"1955",6697
"1956",5410
"1957",2310
"1958",2567
"1959",7421
"1960",5328
"1961",4965
"1962",4100
"1963",4530
"1964",7693
"1965",5295
"1966",396
"1967",513
"1968",7005
"1969",5239
"1970",1389
"1971",4269
"1972",7999
"1973",6344
"1974",7758
"1975",6522
"1976",1024
"1977",898
"1978",6432
"1979",3750
"1980",7579
"1981",6957
"1982",6851
"1983",2410
"1984",6305
"1985",3873
"1986",8630
"1987",6061
"1988",4888
"1989",1920
"1990",4079
"1991",3698
"1992",1513
"1993",3056
"1994",6589
"1995",6687
"1996",7319
"1997",6237
"1998",6831
"1999",141
"2000",8061
"2001",6688
"2002",3900
"2003",8245
"2004",3921
"2005",2060
"2006",8674
"2007",6003
"2008",5479
"2009",8013
"2010",2436
"2011",2437
"2012",3119
"2013",6482
"2014",5975
"2015",4742
"2016",2919
"2017",6329
"2018",1593
"2019",2432
"2020",5677
"2021",8268
"2022",1274
"2023",4971
"2024",4198
"2025",3840
"2026",4654
"2027",902
"2028",6716
"2029",6322
"2030",6231
"2031",2109
"2032",3614
"2033",2258
"2034",1264
"2035",7297
"2036",4660
"2037",2486
"2038",2652
"2039",2748
"2040",149
"2041",1730
"2042",3204
"2043",8196
"2044",3970
"2045",7710
"2046",5081
"2047",6311
"2048",5193
"2049",2865
"2050",1907
"2051",7778
"2052",8120
"2053",1765
"2054",4937
"2055",1650
"2056",4519
"2057",5651
"2058",5780
"2059",269
"2060",4201
"2061",6221
"2062",1937
"2063",8440
"2064",2164
"2065",2948
"2066",2495
"2067",3696
"2068",1584
"2069",1116
"2070",5014
"2071",8103
"2072",8821
"2073",1731
"2074",7897
"2075",2686
"2076",8606
"2077",4689
"2078",5406
"2079",1370
"2080",3852
"2081",977
"2082",1427
"2083",6114
"2084",2993
"2085",8071
"2086",6918
"2087",4176
"2088",38
"2089",7970
"2090",5621
"2091",3356
"2092",6298
"2093",1567
"2094",6444
"2095",2921
"2096",4433
"2097",1968
"2098",170
"2099",6052
"2100",2305
"2101",7350
"2102",7854
"2103",334
"2104",1034
"2105",1656
"2106",5182
"2107",1424
"2108",5617
"2109",6971
"2110",3835
"2111",7199
"2112",3031
"2113",2261
"2114",6684
"2115",2797
"2116",8520
"2117",3789
"2118",1095
"2119",4678
"2120",6232
"2121",7677
"2122",4434
"2123",891
"2124",3052
"2125",5374
"2126",2429
"2127",6179
"2128",3489
"2129",5181
"2130",1681
"2131",7161
"2132",4334
"2133",1315
"2134",2025
"2135",713
"2136",3420
"2137",8675
"2138",22
"2139",1677
"2140",4506
"2141",7853
"2142",3290
"2143",5560
"2144",6534
"2145",2008
"2146",1174
"2147",8805
"2148",6826
"2149",8717
"2150",6496
"2151",3220
"2152",7775
"2153",8203
"2154",7869
"2155",1831
"2156",5928
"2157",8254
"2158",6649
"2159",1568
"2160",2148
"2161",1697
"2162",4125
"2163",5262
"2164",7087
"2165",2053
"2166",2238
"2167",3446
"2168",5563
"2169",3173
"2170",4574
"2171",2299
"2172",7554
"2173",6112
"2174",7968
"2175",6487
"2176",6942
"2177",8237
"2178",2291
