"","x"
"191",1567
"192",2467
"193",867
"194",686
"195",403
"196",1611
"197",1040
"198",1064
"199",1801
"200",818
"201",2652
"202",634
"203",664
"204",3210
"205",719
"206",500
"207",3045
"208",2809
"209",2720
"210",2277
"211",423
"212",421
"213",989
"214",140
"215",126
"216",998
"217",3576
"218",2319
"219",1154
"220",2625
"221",1536
"222",3523
"223",504
"224",1481
"225",358
"226",785
"227",2175
"228",2693
"229",3113
"230",3035
"231",1572
"232",305
"233",1833
"234",2461
"235",981
"236",2624
"237",129
"238",309
"239",3747
"240",3050
"241",441
"242",2904
"243",3189
"244",3535
"245",470
"246",2610
"247",1360
"248",1822
"249",1790
"250",349
"251",3144
"252",894
"253",590
"254",1956
"255",474
"256",2216
"257",2549
"258",3561
"259",2888
"260",952
"261",455
"262",2404
"263",3306
"264",3727
"265",2121
"266",1577
"267",15
"268",3366
"269",62
"270",390
"271",1668
"272",1059
"273",381
"274",1891
"275",2125
"276",3753
"277",1351
"278",2713
"279",2079
"280",2597
"281",2012
"282",2791
"283",1052
"284",2110
"285",1172
"286",797
"287",3199
"288",3718
"289",1596
"290",961
"291",3356
"292",334
"293",3494
"294",1292
"295",2141
"296",3408
"297",3372
"298",2762
"299",610
"300",3354
"301",1265
"302",2081
"303",3068
"304",2485
"305",3530
"306",3625
"307",2265
"308",2840
"309",2853
"310",2156
"311",3555
"312",1294
"313",3609
"314",2257
"315",3055
"316",1362
"317",1633
"318",1760
"319",1608
"320",3601
"321",568
"322",1002
"323",743
"324",1735
"325",2816
"326",2249
"327",2964
"328",1378
"329",3429
"330",3421
"331",116
"332",2043
"333",2691
"334",2927
"335",3070
"336",1257
"337",3343
"338",1692
"339",1463
"340",1221
"341",3292
"342",462
"343",1957
"344",3766
"345",2283
"346",2561
"347",1498
"348",2221
"349",1107
"350",3426
"351",407
"352",2372
"353",2033
"354",731
"355",185
"356",2943
"357",2813
"358",1204
"359",2512
"360",493
"361",675
"362",966
"363",2492
"364",1191
"365",2097
"366",2017
"367",1495
"368",1697
"369",291
"370",653
"371",3610
"372",2482
"373",2789
"374",3388
"375",2928
"376",2984
"377",2722
"378",2884
"379",56
"380",3097
"381",934
"382",3153
"383",329
"384",494
"385",1758
"386",3390
"387",2966
"388",2152
"389",1027
"390",3251
"391",2707
"392",161
"393",2432
"394",2484
"395",127
"396",260
"397",717
"398",60
"399",1857
"400",2496
"401",2536
"402",181
"403",1534
"404",1157
"405",1642
"406",1452
"407",3351
"408",3404
"409",676
"410",1993
"411",3724
"412",611
"413",1699
"414",148
"415",150
"416",121
"417",169
"418",598
"419",1491
"420",108
"421",2815
"422",2578
"423",1580
"424",1447
"425",1115
"426",2212
"427",51
"428",2167
"429",2513
"430",3563
"431",2099
"432",1783
"433",2429
"434",436
"435",2137
"436",1941
"437",533
"438",2639
"439",1907
"440",1381
"441",2752
"442",1496
"443",846
"444",1095
"445",1408
"446",2363
"447",3608
"448",3670
"449",570
"450",1295
"451",2880
"452",1926
"453",1570
"454",1813
"455",2833
"456",1598
"457",3468
"458",3423
"459",1192
"460",1858
"461",1065
"462",633
"463",281
"464",3446
"465",3571
"466",724
"467",2053
"468",1354
"469",492
"470",2068
"471",3255
"472",3452
"473",1103
"474",1949
"475",514
"476",1921
"477",2876
"478",2117
"479",3324
"480",1253
"481",2016
"482",1320
"483",2189
"484",2841
"485",132
"486",2090
"487",3557
"488",1659
"489",2802
"490",2181
"491",1972
"492",3265
"493",2342
"494",750
"495",1421
"496",2312
"497",2225
"498",2643
"499",944
"500",1839
"501",1628
"502",1392
"503",1838
"504",3708
"505",1163
"506",1544
"507",2775
"508",320
"509",852
"510",115
"511",1474
"512",2501
"513",2444
"514",3626
"515",3588
"516",882
"517",2894
"518",2207
"519",3345
"520",2543
"521",1784
"522",2018
"523",3525
"524",1818
"525",109
"526",2567
"527",1648
"528",2587
"529",753
"530",3656
"531",393
"532",648
"533",3158
"534",45
"535",2950
"536",112
"537",1051
"538",940
"539",222
"540",2314
"541",158
"542",3536
"543",2822
"544",1937
"545",950
"546",2778
"547",2434
"548",3432
"549",300
"550",2007
"551",1139
"552",340
"553",2140
"554",412
"555",1676
"556",99
"557",3200
"558",2893
"559",1667
"560",2542
"561",783
"562",3042
"563",1190
"564",1459
"565",1021
"566",1776
"567",3442
"568",2948
"569",3157
"570",3755
"571",1326
"572",1847
"573",1232
"574",1018
"575",3436
"576",383
"577",728
"578",771
"579",2906
"580",1111
"581",484
"582",503
"583",2353
"584",2563
"585",2800
"586",2160
"587",2360
"588",1700
"589",58
"590",1509
"591",705
"592",2021
"593",342
"594",1621
"595",3604
"596",2139
"597",2170
"598",44
"599",1803
"600",3717
"601",3649
"602",1124
"603",313
"604",2694
"605",2004
"606",1256
"607",822
"608",2529
"609",1384
"610",1035
"611",2773
"612",3204
"613",81
"614",3574
"615",3126
"616",2194
"617",3222
"618",3582
"619",2796
"620",2376
"621",3266
"622",3078
"623",1401
"624",3268
"625",435
"626",2298
"627",3183
"628",1786
"629",234
"630",296
"631",315
"632",3581
"633",1547
"634",3376
"635",1779
"636",3597
"637",3722
"638",2615
"639",182
"640",2601
"641",61
"642",1372
"643",2620
"644",510
"645",1089
"646",649
"647",1861
"648",3326
"649",1386
"650",2114
"651",1637
"652",2847
"653",2293
"654",2649
"655",3152
"656",3136
"657",2992
"658",453
"659",1983
"660",1177
"661",17
"662",1057
"663",2344
"664",3027
"665",3459
"666",2196
"667",1525
"668",2324
"669",624
"670",1713
"671",3480
"672",3545
"673",795
"674",2913
"675",1473
"676",3629
"677",3037
"678",2744
"679",1940
"680",2389
"681",472
"682",2351
"683",2132
"684",2644
"685",802
"686",3147
"687",3176
"688",1871
"689",1694
"690",938
"691",909
"692",3216
"693",363
"694",3104
"695",2397
"696",2573
"697",1267
"698",3596
"699",3247
"700",594
"701",2810
"702",1988
"703",2373
"704",702
"705",2158
"706",3445
"707",959
"708",282
"709",2273
"710",3586
"711",1489
"712",397
"713",2354
"714",935
"715",3044
"716",3623
"717",3467
"718",3675
"719",744
"720",564
"721",1121
"722",3479
"723",478
"724",1597
"725",1592
"726",2290
"727",1231
"728",3409
"729",87
"730",217
"731",1537
"732",860
"733",1524
"734",2038
"735",2446
"736",628
"737",2399
"738",1272
"739",1104
"740",1493
"741",3663
"742",2508
"743",1518
"744",688
"745",2811
"746",3098
"747",2572
"748",476
"749",268
"750",3544
"751",306
"752",3338
"753",2056
"754",1078
"755",671
"756",837
"757",2188
"758",2569
"759",3587
"760",3127
"761",2409
"762",2551
"763",128
"764",1435
"765",102
"766",1654
"767",1347
"768",3004
"769",2370
"770",1235
"771",2678
"772",2973
"773",3115
"774",2402
"775",489
"776",3590
"777",3497
"778",1954
"779",815
"780",574
"781",13
"782",644
"783",3022
"784",48
"785",1174
"786",2944
"787",2608
"788",1781
"789",1529
"790",262
"791",1590
"792",3762
"793",835
"794",2280
"795",1550
"796",27
"797",2637
"798",3672
"799",3384
"800",1821
"801",3393
"802",69
"803",1011
"804",601
"805",1759
"806",718
"807",2107
"808",3402
"809",1019
"810",2020
"811",543
"812",1147
"813",3316
"814",3143
"815",1048
"816",1757
"817",1930
"818",461
"819",764
"820",1470
"821",1734
"822",3305
"823",122
"824",498
"825",1043
"826",376
"827",466
"828",2005
"829",2734
"830",919
"831",3258
"832",1487
"833",2013
"834",1152
"835",1903
"836",3287
"837",1565
"838",1989
"839",1366
"840",577
"841",2929
"842",854
"843",525
"844",1814
"845",3448
"846",2490
"847",3353
"848",41
"849",2145
"850",3716
"851",3743
"852",125
"853",2285
"854",339
"855",3020
"856",396
"857",2507
"858",144
"859",1835
"860",1158
"861",252
"862",2504
"863",2069
"864",3580
"865",2346
"866",801
"867",1630
"868",3283
"869",133
"870",3174
"871",1641
"872",386
"873",2556
"874",1802
"875",290
"876",770
"877",1660
"878",902
"879",3470
"880",3294
"881",201
"882",487
"883",3510
"884",3344
"885",3458
"886",1718
"887",1113
"888",3278
"889",908
"890",1800
"891",190
"892",2965
"893",2362
"894",457
"895",991
"896",2224
"897",3558
"898",583
"899",3688
"900",183
"901",647
"902",2732
"903",3304
"904",1620
"905",1339
"906",553
"907",1780
"908",1864
"909",3725
"910",1443
"911",1142
"912",1787
"913",2037
"914",1031
"915",3466
"916",3522
"917",3087
"918",2531
"919",3077
"920",2986
"921",1587
"922",3389
"923",1651
"924",3396
"925",1680
"926",1099
"927",1971
"928",3440
"929",3194
"930",2326
"931",672
"932",1431
"933",2136
"934",3024
"935",3490
"936",392
"937",151
"938",1037
"939",3040
"940",786
"941",827
"942",322
"943",3437
"944",780
"945",1418
"946",2616
"947",2348
"948",2684
"949",3311
"950",2071
"951",582
"952",776
"953",2844
"954",1131
"955",237
"956",1890
"957",3051
"958",1203
"959",1238
"960",1175
"961",308
"962",2308
"963",3082
"964",2302
"965",1223
"966",534
"967",186
"968",311
"969",2019
"970",2400
"971",389
"972",2612
"973",2548
"974",3007
"975",1967
"976",2873
"977",3280
"978",347
"979",394
"980",3539
"981",589
"982",1209
"983",2487
"984",2161
"985",3370
"986",114
"987",3567
"988",1216
"989",2395
"990",231
"991",1774
"992",3730
"993",1792
"994",957
"995",1584
"996",3231
"997",2424
"998",1661
"999",3140
"1000",314
"1001",228
"1002",689
"1003",823
"1004",1866
"1005",3319
"1006",3422
"1007",2524
"1008",928
"1009",280
"1010",2380
"1011",1210
"1012",517
"1013",159
"1014",669
"1015",851
"1016",3553
"1017",1606
"1018",2870
"1019",2218
"1020",793
"1021",703
"1022",324
"1023",235
"1024",1575
"1025",2106
"1026",787
"1027",1591
"1028",1373
"1029",3048
"1030",2320
"1031",1155
"1032",2473
"1033",1892
"1034",660
"1035",910
"1036",1038
"1037",2478
"1038",2926
"1039",64
"1040",483
"1041",2131
"1042",920
"1043",2916
"1044",626
"1045",2767
"1046",2990
"1047",1511
"1048",1406
"1049",788
"1050",3431
"1051",2680
"1052",752
"1053",2506
"1054",2197
"1055",375
"1056",1824
"1057",284
"1058",1863
"1059",3028
"1060",1950
"1061",416
"1062",2605
"1063",663
"1064",1912
"1065",1313
"1066",877
"1067",1355
"1068",1108
"1069",3067
"1070",3652
"1071",2223
"1072",2111
"1073",3654
"1074",2834
"1075",110
"1076",1198
"1077",304
"1078",1416
"1079",384
"1080",3534
"1081",1234
"1082",3595
"1083",174
"1084",1750
"1085",3542
"1086",3201
"1087",2721
"1088",452
"1089",2126
"1090",2972
"1091",3577
"1092",3712
"1093",2448
"1094",153
"1095",3185
"1096",479
"1097",748
"1098",2075
"1099",1922
"1100",352
"1101",2094
"1102",1492
"1103",2502
"1104",197
"1105",1747
"1106",3627
"1107",3093
"1108",1767
"1109",1876
"1110",90
"1111",2749
"1112",3564
"1113",779
"1114",3033
"1115",635
"1116",269
"1117",1812
"1118",249
"1119",3039
"1120",3392
"1121",101
"1122",520
"1123",1574
"1124",3357
"1125",2842
"1126",2731
"1127",2670
"1128",650
"1129",14
"1130",683
"1131",2000
"1132",3009
"1133",617
"1134",2049
"1135",580
"1136",2599
"1137",1785
"1138",1846
"1139",3378
"1140",2959
"1141",1428
"1142",9
"1143",2824
"1144",848
"1145",3472
"1146",1247
"1147",2465
"1148",1768
"1149",2577
"1150",3072
"1151",3382
"1152",1241
"1153",658
"1154",1600
"1155",3550
"1156",586
"1157",157
"1158",1929
"1159",812
"1160",2480
"1161",1860
"1162",1562
"1163",1653
"1164",486
"1165",338
"1166",1571
"1167",3203
"1168",3410
"1169",2416
"1170",206
"1171",1374
"1172",1751
"1173",442
"1174",2746
"1175",3341
"1176",681
"1177",746
"1178",2267
"1179",3520
"1180",544
"1181",3190
"1182",3131
"1183",2869
"1184",2798
"1185",1985
"1186",817
"1187",2045
"1188",220
"1189",2421
"1190",2462
"1191",3630
"1192",856
"1193",2488
"1194",3025
"1195",1576
"1196",2819
"1197",2214
"1198",541
"1199",1647
"1200",552
"1201",3469
"1202",522
"1203",3361
"1204",3043
"1205",2723
"1206",723
"1207",2493
"1208",2458
"1209",3385
"1210",3414
"1211",2143
"1212",2419
"1213",2435
"1214",2730
"1215",271
"1216",2371
"1217",1299
"1218",804
"1219",2861
"1220",75
"1221",3240
"1222",3487
"1223",3299
"1224",637
"1225",1185
"1226",2977
"1227",561
"1228",2932
"1229",2352
"1230",1825
"1231",482
"1232",289
"1233",2915
"1234",2464
"1235",196
"1236",3683
"1237",3772
"1238",3529
"1239",251
"1240",965
"1241",888
"1242",2702
"1243",1816
"1244",3317
"1245",213
"1246",3738
"1247",1479
"1248",901
"1249",3270
"1250",3648
"1251",1088
"1252",625
"1253",1161
"1254",859
"1255",1071
"1256",2252
"1257",3506
"1258",3191
"1259",2095
"1260",1370
"1261",2439
"1262",1761
"1263",979
"1264",2689
"1265",55
"1266",2284
"1267",3474
"1268",2628
"1269",490
"1270",2130
"1271",2116
"1272",656
"1273",3771
"1274",2022
"1275",2783
"1276",1039
"1277",2511
"1278",1080
"1279",1252
"1280",2476
"1281",3709
"1282",2823
"1283",2518
"1284",2391
"1285",2814
"1286",413
"1287",203
"1288",2677
"1289",1130
"1290",1546
"1291",2835
"1292",2469
"1293",139
"1294",1259
"1295",1093
"1296",1436
"1297",805
"1298",2291
"1299",7
"1300",3300
"1301",799
"1302",2967
"1303",3746
"1304",2799
"1305",427
"1306",863
"1307",266
"1308",1716
"1309",3230
"1310",3667
"1311",1817
"1312",1063
"1313",2253
"1314",225
"1315",2151
"1316",1482
"1317",3639
"1318",3721
"1319",513
"1320",1674
"1321",1701
"1322",245
"1323",3612
"1324",3111
"1325",615
"1326",450
"1327",2709
"1328",665
"1329",3666
"1330",1670
"1331",3484
"1332",614
"1333",1090
"1334",3188
"1335",3369
"1336",1249
"1337",1798
"1338",740
"1339",2261
"1340",3413
"1341",3168
"1342",2786
"1343",2403
"1344",39
"1345",1552
"1346",721
"1347",1665
"1348",3130
"1349",1961
"1350",1432
"1351",1483
"1352",2901
"1353",814
"1354",1377
"1355",364
"1356",800
"1357",3313
"1358",1671
"1359",1044
"1360",2321
"1361",327
"1362",1311
"1363",3017
"1364",1205
"1365",2757
"1366",953
"1367",2296
"1368",3148
"1369",1775
"1370",1693
"1371",2064
"1372",1852
"1373",3634
"1374",378
"1375",607
"1376",1300
"1377",2867
"1378",2807
"1379",1603
"1380",1558
"1381",556
"1382",250
"1383",2727
"1384",945
"1385",730
"1386",1279
"1387",2656
"1388",749
"1389",2882
"1390",224
"1391",124
"1392",2514
"1393",3125
"1394",808
"1395",2729
"1396",264
"1397",2240
"1398",2755
"1399",2631
"1400",2784
"1401",2169
"1402",2766
"1403",1526
"1404",3527
"1405",401
"1406",684
"1407",34
"1408",2475
"1409",3206
"1410",1997
"1411",2046
"1412",2622
"1413",2795
"1414",1302
"1415",82
"1416",571
"1417",2897
"1418",1060
"1419",855
"1420",830
"1421",1468
"1422",592
"1423",1631
"1424",2541
"1425",1322
"1426",1882
"1427",2206
"1428",68
"1429",2571
"1430",828
"1431",2770
"1432",2522
"1433",1691
"1434",173
"1435",391
"1436",505
"1437",379
"1438",2289
"1439",3059
"1440",1958
"1441",1316
"1442",1144
"1443",1061
"1444",2663
"1445",1623
"1446",1514
"1447",377
"1448",1689
"1449",1005
"1450",2995
"1451",46
"1452",3723
"1453",2726
"1454",773
"1455",1305
"1456",3267
"1457",2924
"1458",3726
"1459",2925
"1460",1195
"1461",143
"1462",3454
"1463",113
"1464",555
"1465",2255
"1466",2166
"1467",3531
"1468",3263
"1469",3698
"1470",2902
"1471",431
"1472",794
"1473",1947
"1474",2516
"1475",3365
"1476",1298
"1477",2602
"1478",516
"1479",2768
"1480",3741
"1481",2100
"1482",1830
"1483",1359
"1484",1581
"1485",1862
"1486",911
"1487",682
"1488",667
"1489",715
"1490",515
"1491",798
"1492",1164
"1493",1778
"1494",1875
"1495",2606
"1496",738
"1497",1594
"1498",2002
"1499",202
"1500",2576
"1501",2780
"1502",3273
"1503",2918
"1504",759
"1505",1560
"1506",2115
"1507",2155
"1508",3161
"1509",891
"1510",1258
"1511",11
"1512",2142
"1513",1796
"1514",2401
"1515",2228
"1516",699
"1517",3221
"1518",3443
"1519",2437
"1520",3521
"1521",900
"1522",1554
"1523",2235
"1524",1698
"1525",1376
"1526",857
"1527",1098
"1528",2307
"1529",3447
"1530",2862
"1531",2041
"1532",2470
"1533",3362
"1534",2420
"1535",3096
"1536",1000
"1537",1244
"1538",1632
"1539",1939
"1540",3570
"1541",1773
"1542",3383
"1543",2089
"1544",619
"1545",1096
"1546",2331
"1547",2182
"1548",1636
"1549",1243
"1550",2185
"1551",1324
"1552",2715
"1553",162
"1554",2818
"1555",3433
"1556",873
"1557",1291
"1558",3764
"1559",3014
"1560",2129
"1561",1528
"1562",53
"1563",3674
"1564",1965
"1565",1578
"1566",426
"1567",2711
"1568",1827
"1569",310
"1570",2887
"1571",616
"1572",1261
"1573",1092
"1574",1411
"1575",1964
"1576",23
"1577",2384
"1578",547
"1579",1645
"1580",2942
"1581",756
"1582",2583
"1583",3249
"1584",829
"1585",1782
"1586",2697
"1587",1160
"1588",3149
"1589",3134
"1590",2393
"1591",1897
"1592",2168
"1593",451
"1594",240
"1595",1619
"1596",294
"1597",2408
"1598",677
"1599",2112
"1600",2623
"1601",72
"1602",1332
"1603",1981
"1604",2591
"1605",3135
"1606",2032
"1607",3013
"1608",406
"1609",3323
"1610",2533
"1611",1169
"1612",3679
"1613",54
"1614",3701
"1615",777
"1616",538
"1617",3526
"1618",3327
"1619",3315
"1620",1149
"1621",3289
"1622",1214
"1623",2592
"1624",569
"1625",3532
"1626",3114
"1627",2474
"1628",66
"1629",92
"1630",2466
"1631",229
"1632",1220
"1633",2638
"1634",2060
"1635",3346
"1636",3352
"1637",1485
"1638",3226
"1639",1869
"1640",1740
"1641",3457
"1642",2753
"1643",864
"1644",1228
"1645",887
"1646",3089
"1647",1951
"1648",2124
"1649",2648
"1650",244
"1651",1996
"1652",373
"1653",464
"1654",2776
"1655",1998
"1656",3491
"1657",2030
"1658",335
"1659",3435
"1660",642
"1661",1919
"1662",3658
"1663",1106
"1664",1762
"1665",3187
"1666",2133
"1667",3637
"1668",3032
"1669",3145
"1670",1935
"1671",2234
"1672",2520
"1673",602
"1674",2044
"1675",1423
"1676",2184
"1677",704
"1678",2452
"1679",3117
"1680",2672
"1681",459
"1682",468
"1683",1042
"1684",2737
"1685",332
"1686",1936
"1687",2051
"1688",2550
"1689",2303
"1690",1439
"1691",3159
"1692",2275
"1693",3759
"1694",2839
"1695",2982
"1696",2538
"1697",1865
"1698",1010
"1699",3257
"1700",853
"1701",259
"1702",2165
"1703",1669
"1704",2440
"1705",708
"1706",1702
"1707",697
"1708",3554
"1709",1748
"1710",3026
"1711",692
"1712",3621
"1713",2661
"1714",2282
"1715",3163
"1716",1125
"1717",1899
"1718",939
"1719",997
"1720",2763
"1721",1448
"1722",1457
"1723",907
"1724",3049
"1725",2675
"1726",3579
"1727",2935
"1728",3342
"1729",741
"1730",1477
"1731",1278
"1732",1394
"1733",1277
"1734",1512
"1735",874
"1736",2305
"1737",2201
"1738",2229
"1739",2365
"1740",924
"1741",221
"1742",1746
"1743",1197
"1744",1404
"1745",1327
"1746",659
"1747",3763
"1748",2278
"1749",3739
"1750",152
"1751",2949
"1752",558
"1753",3329
"1754",2754
"1755",1540
"1756",3155
"1757",914
"1758",2428
"1759",949
"1760",893
"1761",1342
"1762",3406
"1763",2838
"1764",1270
"1765",2226
"1766",3650
"1767",2286
"1768",3380
"1769",1181
"1770",1711
"1771",1806
"1772",1072
"1773",1497
"1774",2878
"1775",2640
"1776",1319
"1777",2368
"1778",3488
"1779",1853
"1780",2895
"1781",3451
"1782",668
"1783",104
"1784",2751
"1785",1583
"1786",2128
"1787",3387
"1788",3645
"1789",3223
"1790",711
"1791",3242
"1792",1102
"1793",1268
"1794",2233
"1795",1213
"1796",3541
"1797",3177
"1798",1717
"1799",1855
"1800",621
"1801",1053
"1802",2104
"1803",460
"1804",2163
"1805",3700
"1806",63
"1807",1330
"1808",1466
"1809",2459
"1810",1368
"1811",519
"1812",1331
"1813",2271
"1814",1138
"1815",1453
"1816",2537
"1817",1150
"1818",1900
"1819",3213
"1820",1182
"1821",3736
"1822",3507
"1823",2164
"1824",539
"1825",3092
"1826",1973
"1827",1610
"1828",1793
"1829",1236
"1830",463
"1831",566
"1832",1176
"1833",3546
"1834",3598
"1835",2989
"1836",722
"1837",1438
"1838",3702
"1839",604
"1840",2968
"1841",2560
"1842",987
"1843",2310
"1844",2394
"1845",325
"1846",3012
"1847",263
"1848",1720
"1849",1905
"1850",3124
"1851",3585
"1852",994
"1853",2701
"1854",2629
"1855",3481
"1856",323
"1857",1752
"1858",1281
"1859",3374
"1860",3516
"1861",3498
"1862",1595
"1863",3320
"1864",1166
"1865",138
"1866",1923
"1867",2015
"1868",984
"1869",1341
"1870",2750
"1871",208
"1872",2010
"1873",467
"1874",16
"1875",36
"1876",1913
"1877",3260
"1878",2306
"1879",2765
"1880",1041
"1881",2804
"1882",130
"1883",560
"1884",1867
"1885",1557
"1886",809
"1887",2665
"1888",2028
"1889",1828
"1890",3321
"1891",1910
"1892",1745
"1893",215
"1894",2477
"1895",137
"1896",1079
"1897",370
"1898",2981
"1899",1916
"1900",2489
"1901",3758
"1902",3631
"1903",2417
"1904",258
"1905",2956
"1906",3482
"1907",2244
"1908",993
"1909",2886
"1910",1643
"1911",2203
"1912",3714
"1913",3465
"1914",2985
"1915",1705
"1916",83
"1917",1731
"1918",2717
"1919",1338
"1920",1159
"1921",1315
"1922",3167
"1923",3705
"1924",1229
"1925",216
"1926",3110
"1927",781
"1928",2025
"1929",239
"1930",700
"1931",3307
"1932",761
"1933",411
"1934",3707
"1935",2934
"1936",1076
"1937",640
"1938",371
"1939",1186
"1940",3073
"1941",3232
"1942",1109
"1943",2519
"1944",1535
"1945",3602
"1946",168
"1947",2457
"1948",233
"1949",103
"1950",2905
"1951",1732
"1952",2874
"1953",1437
"1954",1049
"1955",970
"1956",1963
"1957",512
"1958",434
"1959",2831
"1960",523
"1961",967
"1962",1333
"1963",1084
"1964",2450
"1965",2854
"1966",3685
"1967",881
"1968",3129
"1969",2415
"1970",1672
"1971",1062
"1972",1933
"1973",1888
"1974",1288
"1975",2276
"1976",1513
"1977",3291
"1978",288
"1979",3509
"1980",1859
"1981",2764
"1982",772
"1983",3053
"1984",3047
"1985",2954
"1986",1508
"1987",2072
"1988",1770
"1989",3492
"1990",1045
"1991",3537
"1992",2396
"1993",3659
"1994",1573
"1995",2983
"1996",1962
"1997",131
"1998",3081
"1999",869
"2000",4
"2001",1815
"2002",1199
"2003",1515
"2004",2917
"2005",3046
"2006",2454
"2007",3444
"2008",1143
"2009",1389
"2010",2339
"2011",2607
"2012",200
"2013",2443
"2014",3036
"2015",1024
"2016",898
"2017",1795
"2018",2067
"2019",1911
"2020",2334
"2021",1914
"2022",707
"2023",362
"2024",3381
"2025",3615
"2026",1553
"2027",49
"2028",792
"2029",1650
"2030",1797
"2031",1145
"2032",1008
"2033",3616
"2034",445
"2035",2962
"2036",93
"2037",687
"2038",141
"2039",2653
"2040",2593
"2041",3016
"2042",12
"2043",1777
"2044",3100
"2045",1383
"2046",2619
"2047",388
"2048",3284
"2049",3439
"2050",3464
"2051",646
"2052",871
"2053",2456
"2054",1593
"2055",1307
"2056",3169
"2057",2335
"2058",2817
"2059",1274
"2060",875
"2061",3008
"2062",3181
"2063",889
"2064",3363
"2065",572
"2066",178
"2067",3058
"2068",3132
"2069",3455
"2070",1566
"2071",210
"2072",1264
"2073",2154
"2074",3524
"2075",438
"2076",1934
"2077",3620
"2078",149
"2079",973
"2080",1123
"2081",1156
"2082",3332
"2083",985
"2084",1237
"2085",167
"2086",1097
"2087",3245
"2088",1925
"2089",1188
"2090",1681
"2091",841
"2092",1744
"2093",3665
"2094",1555
"2095",2657
"2096",105
"2097",77
"2098",2340
"2099",2364
"2100",2517
"2101",447
"2102",3246
"2103",3227
"2104",1116
"2105",918
"2106",2683
"2107",3605
"2108",2779
"2109",3735
"2110",638
"2111",3139
"2112",593
"2113",933
"2114",2865
"2115",1422
"2116",1310
"2117",1171
"2118",2889
"2119",977
"2120",1132
"2121",2200
"2122",1427
"2123",2666
"2124",2202
"2125",1710
"2126",2545
"2127",80
"2128",819
"2129",38
"2130",2585
"2131",3106
"2132",1308
"2133",2048
"2134",154
"2135",3407
"2136",3224
"2137",2217
"2138",337
"2139",170
"2140",972
"2141",257
"2142",2193
"2143",1918
"2144",1034
"2145",1086
"2146",1424
"2147",1521
"2148",1873
"2149",1187
"2150",2103
"2151",2528
"2152",540
"2153",2385
"2154",2388
"2155",3651
"2156",2268
"2157",1527
"2158",2963
"2159",2539
"2160",88
"2161",1723
"2162",2264
"2163",2645
"2164",1004
"2165",2997
"2166",3500
"2167",35
"2168",1441
"2169",1085
"2170",2910
"2171",238
"2172",2259
"2173",713
"2174",2714
"2175",1318
"2176",3710
"2177",410
"2178",3031
"2179",2350
"2180",1464
"2181",3503
"2182",2988
"2183",3706
"2184",1975
"2185",2673
"2186",3583
"2187",1886
"2188",2758
"2189",2699
"2190",1901
"2191",2337
"2192",1568
"2193",3589
"2194",100
"2195",1994
"2196",3636
"2197",1909
"2198",2945
"2199",5
"2200",3107
"2201",1398
"2202",745
"2203",1467
"2204",2586
"2205",2057
"2206",3533
"2207",2534
"2208",3105
"2209",3729
"2210",2557
"2211",1915
"2212",243
"2213",1569
"2214",937
"2215",599
"2216",242
"2217",2718
"2218",870
"2219",2596
"2220",2581
"2221",2881
"2222",10
"2223",1728
"2224",3182
"2225",1387
"2226",1451
