"","x"
"289",25371
"290",35805
"291",36326
"292",2351
"293",24050
"294",37802
"295",33131
"296",8816
"297",32111
"298",28508
"299",42227
"300",23047
"301",2373
"302",15396
"303",17343
"304",2273
"305",26065
"306",41357
"307",5031
"308",14665
"309",744
"310",29793
"311",44419
"312",21671
"313",4313
"314",860
"315",7817
"316",2446
"317",10591
"318",12332
"319",4062
"320",9710
"321",2811
"322",4364
"323",28978
"324",2569
"325",18935
"326",28073
"327",17819
"328",30326
"329",20450
"330",26946
"331",27254
"332",11660
"333",17199
"334",12301
"335",644
"336",45585
"337",40919
"338",15705
"339",35376
"340",4358
"341",40136
"342",10472
"343",26126
"344",31309
"345",21507
"346",34589
"347",28741
"348",13299
"349",18491
"350",17403
"351",44884
"352",2563
"353",37912
"354",42890
"355",33532
"356",19431
"357",17427
"358",17871
"359",30762
"360",12865
"361",33622
"362",10006
"363",10682
"364",32876
"365",26721
"366",20246
"367",35053
"368",10699
"369",26411
"370",5254
"371",10696
"372",10538
"373",30302
"374",133
"375",26379
"376",33154
"377",1802
"378",25346
"379",23884
"380",2158
"381",7379
"382",27089
"383",19638
"384",36131
"385",16631
"386",8054
"387",41951
"388",27706
"389",25159
"390",45239
"391",44967
"392",33260
"393",29209
"394",21622
"395",7200
"396",26613
"397",11600
"398",43225
"399",27603
"400",18915
"401",10765
"402",34355
"403",18035
"404",6818
"405",5195
"406",16327
"407",14614
"408",25248
"409",18520
"410",21532
"411",24727
"412",17908
"413",8978
"414",29929
"415",4876
"416",2684
"417",22551
"418",25352
"419",11405
"420",40187
"421",4333
"422",42163
"423",2997
"424",44120
"425",44344
"426",18403
"427",2548
"428",1967
"429",6438
"430",8781
"431",22967
"432",34929
"433",20594
"434",1216
"435",45549
"436",32897
"437",19529
"438",4324
"439",8101
"440",11965
"441",33175
"442",5024
"443",25786
"444",19974
"445",25245
"446",44353
"447",39082
"448",17087
"449",44489
"450",24811
"451",31524
"452",33555
"453",32675
"454",1373
"455",10512
"456",33806
"457",28641
"458",28545
"459",43884
"460",45540
"461",29079
"462",6850
"463",21886
"464",4848
"465",32500
"466",39708
"467",18334
"468",11429
"469",8168
"470",10797
"471",15625
"472",42273
"473",11319
"474",25684
"475",36791
"476",6473
"477",2330
"478",20590
"479",23233
"480",37168
"481",7891
"482",23160
"483",38711
"484",41412
"485",16957
"486",21549
"487",34468
"488",16219
"489",18306
"490",42452
"491",24773
"492",3298
"493",10581
"494",26452
"495",36832
"496",35432
"497",25355
"498",25211
"499",44607
"500",16633
"501",934
"502",32869
"503",45500
"504",31174
"505",17034
"506",29355
"507",44974
"508",17001
"509",21060
"510",15383
"511",44287
"512",7568
"513",1428
"514",29305
"515",21745
"516",19722
"517",9101
"518",9792
"519",29176
"520",27198
"521",2480
"522",26138
"523",29158
"524",10684
"525",41166
"526",44097
"527",30455
"528",35035
"529",25166
"530",40078
"531",42580
"532",25393
"533",26621
"534",27480
"535",18598
"536",4637
"537",8744
"538",39349
"539",33379
"540",217
"541",27069
"542",31288
"543",45746
"544",6239
"545",15721
"546",2871
"547",23688
"548",37661
"549",8753
"550",40336
"551",28816
"552",37060
"553",9209
"554",7261
"555",45437
"556",5061
"557",3115
"558",11723
"559",20117
"560",8405
"561",21105
"562",36340
"563",6348
"564",21850
"565",5857
"566",33747
"567",5846
"568",2284
"569",25066
"570",22610
"571",17040
"572",3702
"573",21519
"574",40254
"575",17636
"576",31148
"577",27764
"578",35446
"579",16797
"580",6660
"581",7987
"582",41099
"583",37967
"584",13006
"585",14718
"586",3793
"587",8131
"588",11629
"589",41536
"590",18201
"591",13351
"592",16609
"593",5578
"594",35609
"595",20993
"596",28659
"597",3842
"598",33433
"599",1670
"600",27889
"601",5281
"602",26374
"603",39125
"604",14292
"605",2403
"606",28409
"607",32323
"608",33489
"609",38529
"610",42921
"611",26008
"612",24962
"613",15179
"614",5473
"615",4896
"616",14146
"617",15002
"618",22801
"619",7343
"620",12231
"621",42271
"622",39518
"623",32127
"624",11757
"625",18152
"626",23287
"627",35064
"628",31861
"629",24042
"630",14873
"631",3316
"632",10044
"633",40576
"634",38164
"635",37398
"636",28454
"637",27011
"638",35540
"639",4826
"640",4286
"641",32296
"642",12412
"643",7574
"644",2240
"645",45065
"646",15983
"647",27598
"648",39033
"649",34606
"650",16785
"651",16323
"652",37548
"653",22771
"654",16500
"655",10238
"656",14836
"657",25453
"658",7986
"659",1302
"660",28754
"661",4866
"662",19964
"663",22111
"664",27248
"665",10074
"666",68
"667",5184
"668",41133
"669",18734
"670",26865
"671",36321
"672",5240
"673",31486
"674",5157
"675",2408
"676",14897
"677",9815
"678",31823
"679",18984
"680",18883
"681",5101
"682",11925
"683",17157
"684",15071
"685",30216
"686",40
"687",20274
"688",27728
"689",35023
"690",10882
"691",15791
"692",25370
"693",28687
"694",5394
"695",4612
"696",30952
"697",38964
"698",39248
"699",25935
"700",1581
"701",21391
"702",667
"703",4611
"704",27087
"705",5260
"706",45665
"707",43482
"708",13882
"709",7758
"710",4298
"711",8117
"712",23682
"713",17143
"714",38979
"715",10386
"716",17642
"717",36875
"718",38716
"719",35385
"720",699
"721",3426
"722",32699
"723",13188
"724",35869
"725",20198
"726",38418
"727",35003
"728",42658
"729",2265
"730",7871
"731",37721
"732",43126
"733",5238
"734",19318
"735",45013
"736",45297
"737",11874
"738",14061
"739",3189
"740",42978
"741",619
"742",23997
"743",28909
"744",10855
"745",22845
"746",6762
"747",6592
"748",38075
"749",45833
"750",11920
"751",27096
"752",28725
"753",24885
"754",18126
"755",24046
"756",9453
"757",11392
"758",36854
"759",18595
"760",36887
"761",41507
"762",10009
"763",1818
"764",1782
"765",8096
"766",5993
"767",34387
"768",28966
"769",23955
"770",6958
"771",32713
"772",45128
"773",13620
"774",21852
"775",38896
"776",2602
"777",11165
"778",17349
"779",11156
"780",8969
"781",43232
"782",14535
"783",2928
"784",22970
"785",13719
"786",19650
"787",14486
"788",1983
"789",14451
"790",32238
"791",12380
"792",32997
"793",10551
"794",35069
"795",1362
"796",29900
"797",13175
"798",34719
"799",34892
"800",33440
"801",28916
"802",41424
"803",18382
"804",22172
"805",20456
"806",26495
"807",28782
"808",42722
"809",38604
"810",3051
"811",41985
"812",6275
"813",1935
"814",22955
"815",26620
"816",11619
"817",5138
"818",1038
"819",27960
"820",43011
"821",35608
"822",18025
"823",36647
"824",25767
"825",9045
"826",23267
"827",40291
"828",22149
"829",37572
"830",26278
"831",11056
"832",3447
"833",35605
"834",692
"835",41570
"836",21278
"837",39986
"838",37083
"839",36499
"840",17841
"841",44303
"842",19442
"843",35557
"844",23805
"845",27498
"846",8413
"847",21610
"848",16882
"849",19527
"850",28164
"851",15903
"852",31613
"853",21975
"854",3318
"855",45855
"856",45304
"857",22191
"858",23600
"859",3039
"860",44327
"861",38036
"862",42999
"863",15338
"864",2003
"865",21016
"866",4807
"867",27726
"868",31384
"869",1213
"870",45784
"871",34623
"872",8652
"873",30945
"874",45608
"875",42799
"876",37346
"877",14079
"878",17994
"879",9428
"880",29238
"881",41637
"882",26672
"883",9630
"884",12892
"885",41285
"886",16647
"887",28529
"888",45832
"889",2382
"890",26328
"891",26433
"892",17056
"893",19818
"894",43992
"895",41195
"896",44060
"897",16420
"898",990
"899",21408
"900",18368
"901",41090
"902",14155
"903",38421
"904",44775
"905",34596
"906",9762
"907",30857
"908",6514
"909",16088
"910",35146
"911",13088
"912",2161
"913",9890
"914",29785
"915",34486
"916",16041
"917",11971
"918",15674
"919",12315
"920",28888
"921",6383
"922",13012
"923",20891
"924",3414
"925",37504
"926",1186
"927",22347
"928",12212
"929",15195
"930",36419
"931",16999
"932",38301
"933",39882
"934",25088
"935",4418
"936",13372
"937",6696
"938",33649
"939",22151
"940",22037
"941",40232
"942",37975
"943",26904
"944",21244
"945",16643
"946",38206
"947",37995
"948",15909
"949",29904
"950",40143
"951",11810
"952",17773
"953",9862
"954",6432
"955",7739
"956",8275
"957",35178
"958",3873
"959",22445
"960",34688
"961",3698
"962",26089
"963",27632
"964",6237
"965",8333
"966",14880
"967",1131
"968",7933
"969",22387
"970",14674
"971",21126
"972",23835
"973",38445
"974",29547
"975",36608
"976",7033
"977",14423
"978",7814
"979",18642
"980",2486
"981",27324
"982",7117
"983",9922
"984",33471
"985",44760
"986",22695
"987",43825
"988",185
"989",36497
"990",30356
"991",28777
"992",18321
"993",44757
"994",43908
"995",1116
"996",33341
"997",18115
"998",25593
"999",25293
"1000",15269
"1001",40334
"1002",15507
"1003",3852
"1004",26003
"1005",27569
"1006",31609
"1007",8139
"1008",41180
"1009",5621
"1010",39922
"1011",26143
"1012",26544
"1013",39884
"1014",9226
"1015",29758
"1016",5617
"1017",44795
"1018",40648
"1019",18645
"1020",10989
"1021",32280
"1022",40439
"1023",12870
"1024",35820
"1025",35197
"1026",26257
"1027",28910
"1028",2025
"1029",44380
"1030",40982
"1031",4506
"1032",42134
"1033",35200
"1034",45313
"1035",3572
"1036",39417
"1037",7303
"1038",4125
"1039",3229
"1040",15077
"1041",29150
"1042",45227
"1043",44984
"1044",45069
"1045",31319
"1046",37239
"1047",17130
"1048",45523
"1049",34826
"1050",31425
"1051",26027
"1052",23262
"1053",8908
"1054",5350
"1055",7015
"1056",9981
"1057",18754
"1058",9282
"1059",23612
"1060",18428
"1061",30377
"1062",23534
"1063",476
"1064",22119
"1065",23367
"1066",18785
"1067",45214
"1068",17273
"1069",26570
"1070",18077
"1071",28542
"1072",226
"1073",7400
"1074",40013
"1075",21236
"1076",33216
"1077",842
"1078",28933
"1079",44199
"1080",7386
"1081",44761
"1082",35552
"1083",10234
"1084",2164
"1085",7387
"1086",14417
"1087",23799
"1088",721
"1089",32644
"1090",3922
"1091",40531
"1092",3154
"1093",20421
"1094",23560
"1095",19511
"1096",37850
"1097",36311
"1098",29149
"1099",29621
"1100",41274
"1101",3575
"1102",14406
"1103",8569
"1104",42733
"1105",8590
"1106",31030
"1107",726
"1108",13852
"1109",45231
"1110",24736
"1111",29665
"1112",38587
"1113",8556
"1114",17659
"1115",31770
"1116",13259
"1117",43955
"1118",23508
"1119",22746
"1120",37056
"1121",25705
"1122",44769
"1123",15127
"1124",43431
"1125",1853
"1126",32104
"1127",34870
"1128",35145
"1129",41866
"1130",4007
"1131",31695
"1132",34981
"1133",23923
"1134",34029
"1135",27366
"1136",38699
"1137",6745
"1138",3439
"1139",15146
"1140",3034
"1141",251
"1142",33790
"1143",4186
"1144",26943
"1145",25372
"1146",39668
"1147",38298
"1148",19674
"1149",30185
"1150",1349
"1151",41201
"1152",7473
"1153",1663
"1154",21864
"1155",21301
"1156",25450
"1157",39607
"1158",15458
"1159",20812
"1160",29520
"1161",9437
"1162",2504
"1163",1974
"1164",6307
"1165",36520
"1166",41738
"1167",23928
"1168",41298
"1169",2413
"1170",4458
"1171",8304
"1172",38201
"1173",36990
"1174",32982
"1175",21656
"1176",29475
"1177",19577
"1178",2267
"1179",37253
"1180",36364
"1181",4669
"1182",43894
"1183",17951
"1184",37318
"1185",24817
"1186",43977
"1187",13237
"1188",26670
"1189",41104
"1190",34446
"1191",41597
"1192",7034
"1193",9583
"1194",21853
"1195",44745
"1196",30897
"1197",43377
"1198",4092
"1199",1852
"1200",8399
"1201",33643
"1202",29210
"1203",36494
"1204",13245
"1205",19929
"1206",1860
"1207",3050
"1208",37717
"1209",13388
"1210",37210
"1211",15147
"1212",37516
"1213",35400
"1214",30703
"1215",19703
"1216",12498
"1217",17867
"1218",24711
"1219",21770
"1220",25403
"1221",2698
"1222",9884
"1223",11919
"1224",6434
"1225",14548
"1226",37949
"1227",5946
"1228",41998
"1229",36394
"1230",22474
"1231",28468
"1232",9597
"1233",37990
"1234",1596
"1235",24766
"1236",44331
"1237",2836
"1238",13552
"1239",22355
"1240",30259
"1241",8533
"1242",34080
"1243",27993
"1244",38918
"1245",18619
"1246",4681
"1247",8365
"1248",10563
"1249",39314
"1250",14815
"1251",18287
"1252",11543
"1253",6897
"1254",27017
"1255",29148
"1256",45589
"1257",11300
"1258",18437
"1259",32428
"1260",5036
"1261",38265
"1262",19950
"1263",19191
"1264",7245
"1265",2525
"1266",23038
"1267",19272
"1268",3615
"1269",15249
"1270",18797
"1271",35851
"1272",23143
"1273",27208
"1274",33197
"1275",8289
"1276",41105
"1277",45329
"1278",14279
"1279",11147
"1280",32120
"1281",21724
"1282",3299
"1283",9536
"1284",18990
"1285",25510
"1286",45809
"1287",44880
"1288",28861
"1289",28000
"1290",30730
"1291",31689
"1292",21454
"1293",2552
"1294",14396
"1295",35944
"1296",12989
"1297",10576
"1298",1335
"1299",14438
"1300",28181
"1301",11186
"1302",40048
"1303",1701
"1304",21597
"1305",33607
"1306",871
"1307",14933
"1308",44220
"1309",7523
"1310",335
"1311",15557
"1312",1718
"1313",38131
"1314",43230
"1315",20696
"1316",28173
"1317",22080
"1318",19038
"1319",45551
"1320",8308
"1321",42881
"1322",37287
"1323",43957
"1324",6733
"1325",24635
"1326",35300
"1327",9613
"1328",26690
"1329",17385
"1330",21281
"1331",15696
"1332",2400
"1333",77
"1334",30226
"1335",6381
"1336",37737
"1337",15150
"1338",30038
"1339",15950
"1340",32851
"1341",13078
"1342",16186
"1343",17453
"1344",38631
"1345",18833
"1346",19125
"1347",41255
"1348",14784
"1349",25583
"1350",19152
"1351",45879
"1352",38272
"1353",37506
"1354",7447
"1355",2696
"1356",23084
"1357",32130
"1358",12126
"1359",22823
"1360",9200
"1361",25575
"1362",9621
"1363",8695
"1364",806
"1365",34020
"1366",10140
"1367",28643
"1368",798
"1369",26979
"1370",14511
"1371",6457
"1372",18628
"1373",27266
"1374",19456
"1375",32826
"1376",23879
"1377",20548
"1378",38391
"1379",8218
"1380",44015
"1381",33080
"1382",32526
"1383",24982
"1384",17915
"1385",16223
"1386",40164
"1387",37078
"1388",13100
"1389",13469
"1390",5011
"1391",36281
"1392",246
"1393",26854
"1394",34149
"1395",37084
"1396",28490
"1397",6423
"1398",1236
"1399",2522
"1400",1193
"1401",12534
"1402",16230
"1403",13575
"1404",4442
"1405",29153
"1406",31891
"1407",27384
"1408",27809
"1409",16874
"1410",15904
"1411",31464
"1412",42959
"1413",16083
"1414",18027
"1415",31006
"1416",8629
"1417",40758
"1418",43251
"1419",4633
"1420",5951
"1421",28225
"1422",1516
"1423",24283
"1424",43273
"1425",9076
"1426",34027
"1427",17043
"1428",38171
"1429",26842
"1430",21003
"1431",43430
"1432",22219
"1433",42487
"1434",41367
"1435",44397
"1436",31364
"1437",41644
"1438",38550
"1439",2742
"1440",11029
"1441",21883
"1442",38516
"1443",41543
"1444",11236
"1445",26945
"1446",952
"1447",16207
"1448",17048
"1449",9233
"1450",44365
"1451",8335
"1452",36382
"1453",40955
"1454",17333
"1455",14498
"1456",13638
"1457",6170
"1458",13624
"1459",3686
"1460",38952
"1461",22430
"1462",7997
"1463",38578
"1464",23253
"1465",34841
"1466",17937
"1467",37031
"1468",27720
"1469",25230
"1470",979
"1471",45019
"1472",3796
"1473",34752
"1474",29860
"1475",3164
"1476",16465
"1477",6939
"1478",44768
"1479",22962
"1480",35785
"1481",24863
"1482",44523
"1483",43803
"1484",39257
"1485",17257
"1486",35941
"1487",11586
"1488",12493
"1489",25819
"1490",23132
"1491",13991
"1492",39500
"1493",31959
"1494",3535
"1495",16683
"1496",7327
"1497",37320
"1498",16827
"1499",38564
"1500",45000
"1501",20688
"1502",23496
"1503",17377
"1504",10999
"1505",2391
"1506",44449
"1507",31649
"1508",26049
"1509",42652
"1510",2900
"1511",22857
"1512",27637
"1513",26453
"1514",32931
"1515",16649
"1516",23880
"1517",22308
"1518",38286
"1519",25959
"1520",13290
"1521",7661
"1522",5828
"1523",17709
"1524",19832
"1525",40096
"1526",15712
"1527",35363
"1528",45286
"1529",15476
"1530",25618
"1531",44190
"1532",31903
"1533",31541
"1534",1820
"1535",32425
"1536",34322
"1537",8196
"1538",32886
"1539",12350
"1540",32896
"1541",28060
"1542",42564
"1543",11164
"1544",23383
"1545",40863
"1546",15669
"1547",43661
"1548",15243
"1549",33468
"1550",6299
"1551",26823
"1552",13858
"1553",19492
"1554",18704
"1555",583
"1556",855
"1557",5788
"1558",16141
"1559",3451
"1560",21830
"1561",37272
"1562",41279
"1563",28484
"1564",10522
"1565",45781
"1566",17128
"1567",13737
"1568",21810
"1569",26441
"1570",5353
"1571",16664
"1572",26574
"1573",32491
"1574",35596
"1575",12051
"1576",24940
"1577",38740
"1578",45543
"1579",38599
"1580",12542
"1581",34501
"1582",18297
"1583",35150
"1584",28363
"1585",36363
"1586",42823
"1587",3705
"1588",36894
"1589",19576
"1590",3660
"1591",13408
"1592",10036
"1593",37624
"1594",26066
"1595",14894
"1596",25801
"1597",42941
"1598",27979
"1599",27880
"1600",31820
"1601",23296
"1602",14575
"1603",38254
"1604",42670
"1605",14666
"1606",43972
"1607",29548
"1608",15689
"1609",9055
"1610",5018
"1611",32668
"1612",15765
"1613",25231
"1614",20312
"1615",15894
"1616",9638
"1617",40765
"1618",17275
"1619",12689
"1620",11171
"1621",14440
"1622",1011
"1623",44988
"1624",22921
"1625",19606
"1626",33700
"1627",34076
"1628",4630
"1629",41821
"1630",31028
"1631",10332
"1632",36722
"1633",25008
"1634",34106
"1635",40285
"1636",39105
"1637",45476
"1638",31713
"1639",26899
"1640",35626
"1641",34786
"1642",21110
"1643",7164
"1644",28086
"1645",5436
"1646",34380
"1647",7610
"1648",43699
"1649",21231
"1650",24490
"1651",8798
"1652",33768
"1653",5137
"1654",13395
"1655",18676
"1656",40145
"1657",23488
"1658",13500
"1659",36181
"1660",38336
"1661",7150
"1662",18063
"1663",16975
"1664",24198
"1665",30020
"1666",29771
"1667",44844
"1668",6793
"1669",34995
"1670",35564
"1671",5824
"1672",16014
"1673",79
"1674",41854
"1675",24523
"1676",13094
"1677",34114
"1678",139
"1679",27653
"1680",17858
"1681",38040
"1682",42088
"1683",32004
"1684",10027
"1685",40422
"1686",10610
"1687",14961
"1688",35374
"1689",32706
"1690",14348
"1691",1259
"1692",2803
"1693",31372
"1694",18507
"1695",40552
"1696",18554
"1697",6821
"1698",30519
"1699",20805
"1700",3007
"1701",45672
"1702",27791
"1703",12702
"1704",21062
"1705",23234
"1706",24291
"1707",24207
"1708",16754
"1709",1239
"1710",29852
"1711",27628
"1712",19484
"1713",23312
"1714",21045
"1715",24987
"1716",21397
"1717",13016
"1718",31912
"1719",36721
"1720",2255
"1721",34339
"1722",24641
"1723",20630
"1724",13506
"1725",41639
"1726",43584
"1727",6247
"1728",29953
"1729",44099
"1730",22925
"1731",34250
"1732",21421
"1733",14225
"1734",3224
"1735",12983
"1736",29388
"1737",21247
"1738",30706
"1739",7227
"1740",21002
"1741",6490
"1742",29711
"1743",31508
"1744",28788
"1745",37358
"1746",40828
"1747",43101
"1748",8587
"1749",18270
"1750",41420
"1751",23427
"1752",24053
"1753",25629
"1754",1609
"1755",39448
"1756",16911
"1757",26107
"1758",27509
"1759",4150
"1760",33803
"1761",41881
"1762",28928
"1763",1182
"1764",27985
"1765",29615
"1766",40689
"1767",19744
"1768",39272
"1769",25989
"1770",4351
"1771",12790
"1772",45421
"1773",45907
"1774",3287
"1775",14222
"1776",33173
"1777",35257
"1778",43632
"1779",15058
"1780",1279
"1781",3808
"1782",20559
"1783",856
"1784",7716
"1785",42032
"1786",35105
"1787",24767
"1788",40901
"1789",15299
"1790",19017
"1791",23474
"1792",13877
"1793",28581
"1794",1693
"1795",5935
"1796",7295
"1797",16314
"1798",44363
"1799",27666
"1800",44725
"1801",28250
"1802",12238
"1803",44140
"1804",29321
"1805",37866
"1806",42302
"1807",21653
"1808",8243
"1809",35191
"1810",33771
"1811",44743
"1812",30024
"1813",9704
"1814",4514
"1815",37074
"1816",9806
"1817",35959
"1818",29087
"1819",14315
"1820",32284
"1821",29825
"1822",24606
"1823",28821
"1824",40409
"1825",42572
"1826",5950
"1827",21256
"1828",18260
"1829",19524
"1830",20939
"1831",15268
"1832",25019
"1833",35162
"1834",41556
"1835",26708
"1836",42774
"1837",45827
"1838",27978
"1839",38192
"1840",31225
"1841",31604
"1842",14191
"1843",11422
"1844",43839
"1845",42012
"1846",30206
"1847",43759
"1848",12164
"1849",16557
"1850",43306
"1851",25476
"1852",18267
"1853",26522
"1854",12781
"1855",36380
"1856",8724
"1857",17960
"1858",5803
"1859",8094
"1860",38150
"1861",1675
"1862",40083
"1863",17414
"1864",32374
"1865",22911
"1866",37075
"1867",41596
"1868",41493
"1869",36997
"1870",29882
"1871",22457
"1872",22162
"1873",445
"1874",40064
"1875",3958
"1876",20888
"1877",10096
"1878",30977
"1879",17059
"1880",34100
"1881",30692
"1882",44266
"1883",36933
"1884",35991
"1885",33811
"1886",16333
"1887",5566
"1888",22749
"1889",27583
"1890",41308
"1891",40580
"1892",38519
"1893",35563
"1894",31026
"1895",8290
"1896",18207
"1897",19306
"1898",20296
"1899",21801
"1900",25630
"1901",12874
"1902",3612
"1903",4816
"1904",16318
"1905",17643
"1906",44839
"1907",6526
"1908",25871
"1909",19908
"1910",20497
"1911",33425
"1912",29348
"1913",27212
"1914",27786
"1915",3178
"1916",7285
"1917",11613
"1918",43168
"1919",8714
"1920",26073
"1921",11967
"1922",10066
"1923",9875
"1924",25129
"1925",2591
"1926",9667
"1927",36154
"1928",38497
"1929",40891
"1930",39879
"1931",25379
"1932",38125
"1933",12657
"1934",28712
"1935",11282
"1936",25958
"1937",2283
"1938",37499
"1939",20398
"1940",11069
"1941",16948
"1942",24732
"1943",35006
"1944",31983
"1945",25122
"1946",36257
"1947",44479
"1948",25452
"1949",32298
"1950",31443
"1951",28837
"1952",38728
"1953",2461
"1954",29481
"1955",26158
"1956",35187
"1957",43122
"1958",44864
"1959",43291
"1960",30164
"1961",19665
"1962",35541
"1963",1021
"1964",40665
"1965",37753
"1966",10975
"1967",2084
"1968",12749
"1969",13083
"1970",42840
"1971",5246
"1972",5792
"1973",18362
"1974",31111
"1975",26085
"1976",43438
"1977",13581
"1978",10306
"1979",14580
"1980",18670
"1981",16492
"1982",14105
"1983",25494
"1984",32718
"1985",40500
"1986",31967
"1987",23996
"1988",796
"1989",18545
"1990",5107
"1991",32978
"1992",33004
"1993",1092
"1994",39796
"1995",27754
"1996",12223
"1997",36685
"1998",24395
"1999",3924
"2000",859
"2001",33804
"2002",12343
"2003",23659
"2004",13955
"2005",12725
"2006",15565
"2007",30705
"2008",17549
"2009",34769
"2010",38977
"2011",8359
"2012",42584
"2013",1538
"2014",23951
"2015",12068
"2016",44278
"2017",25111
"2018",33909
"2019",45853
"2020",29649
"2021",26822
"2022",1148
"2023",15163
"2024",25856
"2025",15078
"2026",16149
"2027",34954
"2028",37025
"2029",41764
"2030",20887
"2031",28282
"2032",28993
"2033",3661
"2034",44520
"2035",12750
"2036",19351
"2037",4893
"2038",8713
"2039",10169
"2040",27215
"2041",21181
"2042",6861
"2043",45766
"2044",540
"2045",31351
"2046",24737
"2047",21144
"2048",42773
"2049",16239
"2050",27441
"2051",37099
"2052",42870
"2053",22868
"2054",29795
"2055",36770
"2056",13582
"2057",26215
"2058",2584
"2059",38028
"2060",5648
"2061",17117
"2062",31223
"2063",44193
"2064",34639
"2065",36974
"2066",15726
"2067",43827
"2068",40481
"2069",5778
"2070",4751
"2071",31645
"2072",23461
"2073",15481
"2074",8678
"2075",3023
"2076",29645
"2077",39703
"2078",6063
"2079",41250
"2080",31329
"2081",4733
"2082",11262
"2083",44478
"2084",37148
"2085",11876
"2086",8656
"2087",28832
"2088",29394
"2089",17267
"2090",6270
"2091",8634
"2092",17660
"2093",37974
"2094",23087
"2095",19756
"2096",25645
"2097",13479
"2098",8119
"2099",35765
"2100",26607
"2101",10052
"2102",13761
"2103",22539
"2104",42362
"2105",3519
"2106",26054
"2107",4968
"2108",12363
"2109",42132
"2110",7886
"2111",1536
"2112",14437
"2113",864
"2114",6011
"2115",16845
"2116",31210
"2117",36738
"2118",36840
"2119",18529
"2120",39592
"2121",36112
"2122",38839
"2123",6461
"2124",19069
"2125",21824
"2126",17490
"2127",21248
"2128",33960
"2129",33812
"2130",32183
"2131",15890
"2132",43086
"2133",34327
"2134",34564
"2135",2046
"2136",36299
"2137",31965
"2138",6833
"2139",39575
"2140",22543
"2141",17480
"2142",20012
"2143",37251
"2144",17313
"2145",31282
"2146",15787
"2147",41699
