"","x"
"289",29389
"290",10370
"291",13510
"292",10807
"293",47657
"294",46428
"295",28081
"296",46693
"297",30965
"298",10841
"299",19159
"300",2992
"301",3797
"302",22463
"303",40977
"304",33825
"305",22824
"306",2257
"307",44375
"308",2079
"309",25371
"310",35805
"311",46996
"312",36326
"313",2351
"314",24050
"315",47700
"316",37802
"317",33131
"318",8816
"319",32111
"320",28508
"321",42227
"322",23047
"323",2373
"324",47214
"325",15396
"326",17343
"327",2273
"328",26065
"329",41357
"330",5031
"331",14665
"332",744
"333",29793
"334",44419
"335",21671
"336",4313
"337",860
"338",7817
"339",2446
"340",10591
"341",12332
"342",4062
"343",9710
"344",2811
"345",4364
"346",28978
"347",47112
"348",2569
"349",18935
"350",28073
"351",17819
"352",30326
"353",20450
"354",26946
"355",27254
"356",11660
"357",17199
"358",12301
"359",644
"360",48497
"361",40919
"362",15705
"363",48000
"364",35376
"365",4358
"366",40136
"367",10472
"368",26126
"369",31309
"370",21507
"371",34589
"372",28741
"373",13299
"374",18491
"375",17403
"376",44884
"377",2563
"378",37912
"379",42890
"380",33532
"381",19431
"382",17427
"383",17871
"384",46208
"385",30762
"386",12865
"387",33622
"388",10006
"389",10682
"390",32876
"391",26721
"392",20246
"393",35053
"394",10699
"395",26411
"396",5254
"397",10696
"398",10538
"399",30302
"400",133
"401",26379
"402",33154
"403",1802
"404",25346
"405",23884
"406",2158
"407",7379
"408",27089
"409",46774
"410",19638
"411",36131
"412",16631
"413",8054
"414",41951
"415",27706
"416",25159
"417",45239
"418",44967
"419",33260
"420",48314
"421",29209
"422",21622
"423",7200
"424",26613
"425",11600
"426",43225
"427",27603
"428",18915
"429",10765
"430",34355
"431",18035
"432",6818
"433",5195
"434",16327
"435",14614
"436",25248
"437",18520
"438",21532
"439",24727
"440",17908
"441",8978
"442",29929
"443",4876
"444",2684
"445",22551
"446",25352
"447",11405
"448",40187
"449",4333
"450",42163
"451",2997
"452",44120
"453",44344
"454",48246
"455",18403
"456",2548
"457",1967
"458",6438
"459",8781
"460",22967
"461",34929
"462",20594
"463",1216
"464",48458
"465",46013
"466",32897
"467",19529
"468",4324
"469",8101
"470",11965
"471",33175
"472",5024
"473",47436
"474",25786
"475",19974
"476",25245
"477",44353
"478",39082
"479",17087
"480",44489
"481",24811
"482",31524
"483",33555
"484",32675
"485",1373
"486",10512
"487",33806
"488",28641
"489",28545
"490",43884
"491",48449
"492",29079
"493",6850
"494",21886
"495",45518
"496",4848
"497",32500
"498",39708
"499",18334
"500",11429
"501",8168
"502",10797
"503",15625
"504",42273
"505",11319
"506",25684
"507",36791
"508",6473
"509",2330
"510",20590
"511",23233
"512",37168
"513",7891
"514",23160
"515",38711
"516",41412
"517",16957
"518",21549
"519",34468
"520",16219
"521",18306
"522",47150
"523",42452
"524",24773
"525",3298
"526",10581
"527",26452
"528",36832
"529",35432
"530",25355
"531",25211
"532",44607
"533",16633
"534",934
"535",32869
"536",48407
"537",31174
"538",17034
"539",29355
"540",44974
"541",17001
"542",21060
"543",46841
"544",15383
"545",44287
"546",7568
"547",1428
"548",47991
"549",29305
"550",21745
"551",19722
"552",9101
"553",9792
"554",29176
"555",27198
"556",46985
"557",2480
"558",26138
"559",29158
"560",46627
"561",10684
"562",41166
"563",44097
"564",30455
"565",35035
"566",25166
"567",45600
"568",40078
"569",42580
"570",25393
"571",26621
"572",27480
"573",18598
"574",4637
"575",8744
"576",39349
"577",33379
"578",217
"579",27069
"580",31288
"581",48672
"582",6239
"583",15721
"584",2871
"585",23688
"586",37661
"587",8753
"588",40336
"589",28816
"590",37060
"591",9209
"592",7261
"593",48340
"594",5061
"595",3115
"596",11723
"597",20117
"598",8405
"599",45610
"600",45957
"601",21105
"602",36340
"603",6348
"604",21850
"605",5857
"606",33747
"607",5846
"608",2284
"609",25066
"610",22610
"611",17040
"612",3702
"613",21519
"614",46817
"615",40254
"616",17636
"617",31148
"618",27764
"619",35446
"620",16797
"621",6660
"622",46186
"623",7987
"624",41099
"625",37967
"626",13006
"627",14718
"628",3793
"629",45322
"630",8131
"631",11629
"632",41536
"633",18201
"634",13351
"635",16609
"636",5578
"637",35609
"638",20993
"639",28659
"640",3842
"641",45671
"642",33433
"643",1670
"644",27889
"645",5281
"646",26374
"647",39125
"648",14292
"649",2403
"650",28409
"651",32323
"652",33489
"653",38529
"654",42921
"655",26008
"656",24962
"657",15179
"658",5473
"659",4896
"660",14146
"661",15002
"662",22801
"663",7343
"664",12231
"665",42271
"666",39518
"667",32127
"668",11757
"669",18152
"670",23287
"671",35064
"672",31861
"673",24042
"674",14873
"675",3316
"676",10044
"677",40576
"678",38164
"679",37398
"680",28454
"681",46614
"682",27011
"683",35540
"684",4826
"685",4286
"686",32296
"687",12412
"688",7574
"689",45320
"690",2240
"691",45065
"692",15983
"693",27598
"694",39033
"695",34606
"696",16785
"697",16323
"698",37548
"699",22771
"700",16500
"701",10238
"702",14836
"703",25453
"704",7986
"705",1302
"706",28754
"707",4866
"708",19964
"709",22111
"710",27248
"711",10074
"712",68
"713",5184
"714",41133
"715",18734
"716",26865
"717",36321
"718",5240
"719",31486
"720",5157
"721",2408
"722",14897
"723",9815
"724",31823
"725",18984
"726",18883
"727",5101
"728",11925
"729",45304
"730",17157
"731",15071
"732",30216
"733",40
"734",46664
"735",20274
"736",27728
"737",35023
"738",10882
"739",15791
"740",25370
"741",28687
"742",5394
"743",4612
"744",30952
"745",38964
"746",39248
"747",25935
"748",1581
"749",21391
"750",667
"751",47866
"752",4611
"753",27087
"754",5260
"755",48585
"756",43482
"757",13882
"758",7758
"759",4298
"760",8117
"761",23682
"762",46895
"763",17143
"764",38979
"765",10386
"766",17642
"767",36875
"768",38716
"769",35385
"770",699
"771",3426
"772",32699
"773",13188
"774",35869
"775",20198
"776",38418
"777",35003
"778",42658
"779",2265
"780",7871
"781",37721
"782",43126
"783",5238
"784",19318
"785",45013
"786",48188
"787",11874
"788",14061
"789",3189
"790",42978
"791",619
"792",23997
"793",28909
"794",10855
"795",22845
"796",6762
"797",6592
"798",38075
"799",48764
"800",11920
"801",27096
"802",28725
"803",24885
"804",18126
"805",24046
"806",9453
"807",11392
"808",36854
"809",18595
"810",36887
"811",41507
"812",10009
"813",1818
"814",1782
"815",8096
"816",45238
"817",5993
"818",34387
"819",28966
"820",23955
"821",6958
"822",32713
"823",45128
"824",13620
"825",21852
"826",38896
"827",2602
"828",11165
"829",17349
"830",46741
"831",11156
"832",8969
"833",43232
"834",14535
"835",2928
"836",22970
"837",13719
"838",19650
"839",14486
"840",1983
"841",14451
"842",32238
"843",12380
"844",32997
"845",46259
"846",10551
"847",35069
"848",1362
"849",29900
"850",13175
"851",34719
"852",34892
"853",33440
"854",28916
"855",41424
"856",18382
"857",22172
"858",20456
"859",26495
"860",28782
"861",42722
"862",38604
"863",3051
"864",41985
"865",6275
"866",1935
"867",22955
"868",45658
"869",26620
"870",11619
"871",5138
"872",1038
"873",27960
"874",43011
"875",47321
"876",35608
"877",18025
"878",36647
"879",25767
"880",45324
"881",45252
"882",9045
"883",23267
"884",40291
"885",22149
"886",37572
"887",26278
"888",11056
"889",3447
"890",35605
"891",692
"892",41570
"893",21278
"894",46181
"895",39986
"896",45995
"897",37083
"898",36499
"899",17841
"900",44303
"901",19442
"902",35557
"903",23805
"904",27498
"905",8413
"906",21610
"907",16882
"908",19527
"909",28164
"910",15903
"911",31613
"912",21975
"913",3318
"914",48788
"915",48195
"916",22191
"917",23600
"918",3039
"919",44327
"920",38036
"921",42999
"922",15338
"923",2003
"924",21016
"925",4807
"926",27726
"927",31384
"928",1213
"929",48713
"930",34623
"931",8652
"932",30945
"933",48521
"934",42799
"935",37346
"936",14079
"937",17994
"938",9428
"939",29238
"940",41637
"941",26672
"942",9630
"943",12892
"944",41285
"945",16647
"946",28529
"947",48763
"948",2382
"949",26328
"950",26433
"951",17056
"952",19818
"953",43992
"954",41195
"955",44060
"956",45072
"957",16420
"958",990
"959",21408
"960",18368
"961",41090
"962",14155
"963",38421
"964",44775
"965",34596
"966",9762
"967",30857
"968",6514
"969",16088
"970",35146
"971",13088
"972",2161
"973",9890
"974",29785
"975",34486
"976",16041
"977",11971
"978",15674
"979",12315
"980",28888
"981",6383
"982",13012
"983",20891
"984",3414
"985",37504
"986",1186
"987",22347
"988",12212
"989",15195
"990",36419
"991",16999
"992",38301
"993",39882
"994",25088
"995",4418
"996",13372
"997",6696
"998",33649
"999",22151
"1000",22037
"1001",40232
"1002",37975
"1003",26904
"1004",21244
"1005",16643
"1006",38206
"1007",37995
"1008",15909
"1009",29904
"1010",46831
"1011",40143
"1012",11810
"1013",17773
"1014",48283
"1015",9862
"1016",6432
"1017",7739
"1018",8275
"1019",35178
"1020",3873
"1021",22445
"1022",34688
"1023",3698
"1024",26089
"1025",27632
"1026",6237
"1027",8333
"1028",14880
"1029",1131
"1030",7933
"1031",22387
"1032",14674
"1033",21126
"1034",23835
"1035",38445
"1036",29547
"1037",36608
"1038",7033
"1039",14423
"1040",7814
"1041",18642
"1042",2486
"1043",27324
"1044",7117
"1045",9922
"1046",33471
"1047",44760
"1048",22695
"1049",43825
"1050",185
"1051",36497
"1052",45479
"1053",30356
"1054",28777
"1055",18321
"1056",44757
"1057",43908
"1058",1116
"1059",33341
"1060",18115
"1061",25593
"1062",25293
"1063",15269
"1064",40334
"1065",15507
"1066",3852
"1067",26003
"1068",27569
"1069",31609
"1070",8139
"1071",41180
"1072",5621
"1073",39922
"1074",26143
"1075",26544
"1076",39884
"1077",9226
"1078",29758
"1079",5617
"1080",44795
"1081",40648
"1082",18645
"1083",10989
"1084",32280
"1085",40439
"1086",12870
"1087",35820
"1088",35197
"1089",26257
"1090",28910
"1091",2025
"1092",44380
"1093",40982
"1094",4506
"1095",47494
"1096",42134
"1097",35200
"1098",47456
"1099",48205
"1100",3572
"1101",46888
"1102",39417
"1103",7303
"1104",4125
"1105",3229
"1106",15077
"1107",29150
"1108",48116
"1109",47859
"1110",47945
"1111",31319
"1112",37239
"1113",17130
"1114",48431
"1115",34826
"1116",31425
"1117",26027
"1118",23262
"1119",8908
"1120",46112
"1121",5350
"1122",7015
"1123",9981
"1124",18754
"1125",9282
"1126",23612
"1127",18428
"1128",30377
"1129",23534
"1130",476
"1131",22119
"1132",23367
"1133",18785
"1134",48101
"1135",17273
"1136",26570
"1137",18077
"1138",28542
"1139",226
"1140",7400
"1141",40013
"1142",21236
"1143",33216
"1144",842
"1145",47604
"1146",28933
"1147",44199
"1148",7386
"1149",44761
"1150",35552
"1151",10234
"1152",2164
"1153",7387
"1154",14417
"1155",23799
"1156",721
"1157",32644
"1158",3922
"1159",40531
"1160",3154
"1161",20421
"1162",23560
"1163",19511
"1164",37850
"1165",36311
"1166",29149
"1167",29621
"1168",41274
"1169",3575
"1170",14406
"1171",8569
"1172",42733
"1173",8590
"1174",31030
"1175",726
"1176",13852
"1177",48120
"1178",24736
"1179",29665
"1180",38587
"1181",8556
"1182",45754
"1183",17659
"1184",31770
"1185",13259
"1186",43955
"1187",23508
"1188",22746
"1189",37056
"1190",25705
"1191",44769
"1192",15127
"1193",43431
"1194",1853
"1195",32104
"1196",34870
"1197",35145
"1198",41866
"1199",4007
"1200",31695
"1201",34981
"1202",23923
"1203",34029
"1204",27366
"1205",38699
"1206",6745
"1207",3439
"1208",15146
"1209",3034
"1210",251
"1211",33790
"1212",4186
"1213",26943
"1214",25372
"1215",39668
"1216",38298
"1217",45759
"1218",19674
"1219",30185
"1220",1349
"1221",41201
"1222",7473
"1223",1663
"1224",21864
"1225",46209
"1226",21301
"1227",25450
"1228",39607
"1229",15458
"1230",20812
"1231",29520
"1232",9437
"1233",2504
"1234",1974
"1235",6307
"1236",36520
"1237",46004
"1238",41738
"1239",23928
"1240",41298
"1241",2413
"1242",4458
"1243",8304
"1244",38201
"1245",36990
"1246",32982
"1247",21656
"1248",29475
"1249",19577
"1250",2267
"1251",37253
"1252",36364
"1253",4669
"1254",43894
"1255",17951
"1256",37318
"1257",24817
"1258",43977
"1259",13237
"1260",26670
"1261",41104
"1262",34446
"1263",41597
"1264",7034
"1265",9583
"1266",21853
"1267",47609
"1268",30897
"1269",43377
"1270",47542
"1271",4092
"1272",1852
"1273",8399
"1274",33643
"1275",29210
"1276",36494
"1277",13245
"1278",19929
"1279",1860
"1280",3050
"1281",37717
"1282",13388
"1283",37210
"1284",15147
"1285",37516
"1286",35400
"1287",30703
"1288",19703
"1289",12498
"1290",17867
"1291",24711
"1292",21770
"1293",25403
"1294",46194
"1295",2698
"1296",46899
"1297",9884
"1298",46804
"1299",11919
"1300",6434
"1301",14548
"1302",37949
"1303",5946
"1304",41998
"1305",36394
"1306",22474
"1307",28468
"1308",9597
"1309",37990
"1310",1596
"1311",24766
"1312",44331
"1313",2836
"1314",13552
"1315",22355
"1316",30259
"1317",8533
"1318",34080
"1319",27993
"1320",38918
"1321",18619
"1322",4681
"1323",8365
"1324",10563
"1325",39314
"1326",14815
"1327",18287
"1328",11543
"1329",6897
"1330",27017
"1331",29148
"1332",48501
"1333",11300
"1334",18437
"1335",32428
"1336",5036
"1337",38265
"1338",19950
"1339",19191
"1340",7245
"1341",2525
"1342",23038
"1343",19272
"1344",3615
"1345",15249
"1346",18797
"1347",35851
"1348",23143
"1349",27208
"1350",33197
"1351",8289
"1352",41105
"1353",48223
"1354",14279
"1355",11147
"1356",32120
"1357",21724
"1358",3299
"1359",9536
"1360",18990
"1361",25510
"1362",48739
"1363",47752
"1364",28861
"1365",28000
"1366",30730
"1367",31689
"1368",21454
"1369",2552
"1370",14396
"1371",35944
"1372",12989
"1373",10576
"1374",1335
"1375",14438
"1376",46957
"1377",28181
"1378",11186
"1379",40048
"1380",1701
"1381",21597
"1382",33607
"1383",871
"1384",14933
"1385",44220
"1386",7523
"1387",335
"1388",15557
"1389",1718
"1390",38131
"1391",43230
"1392",20696
"1393",28173
"1394",22080
"1395",19038
"1396",48461
"1397",8308
"1398",42881
"1399",37287
"1400",43957
"1401",6733
"1402",24635
"1403",35300
"1404",9613
"1405",26690
"1406",17385
"1407",21281
"1408",15696
"1409",2400
"1410",77
"1411",30226
"1412",6381
"1413",37737
"1414",15150
"1415",30038
"1416",15950
"1417",32851
"1418",13078
"1419",16186
"1420",17453
"1421",38631
"1422",18833
"1423",19125
"1424",41255
"1425",14784
"1426",25583
"1427",19152
"1428",48814
"1429",38272
"1430",37506
"1431",7447
"1432",2696
"1433",23084
"1434",32130
"1435",12126
"1436",22823
"1437",9200
"1438",25575
"1439",9621
"1440",8695
"1441",806
"1442",34020
"1443",10140
"1444",28643
"1445",798
"1446",26979
"1447",14511
"1448",6457
"1449",18628
"1450",27266
"1451",19456
"1452",32826
"1453",23879
"1454",20548
"1455",38391
"1456",8218
"1457",44015
"1458",33080
"1459",32526
"1460",24982
"1461",45139
"1462",17915
"1463",16223
"1464",40164
"1465",37078
"1466",13100
"1467",13469
"1468",5011
"1469",36281
"1470",246
"1471",26854
"1472",34149
"1473",37084
"1474",28490
"1475",6423
"1476",1236
"1477",2522
"1478",1193
"1479",12534
"1480",16230
"1481",13575
"1482",4442
"1483",29153
"1484",31891
"1485",27384
"1486",27809
"1487",16874
"1488",15904
"1489",31464
"1490",42959
"1491",46589
"1492",16083
"1493",18027
"1494",31006
"1495",8629
"1496",40758
"1497",43251
"1498",4633
"1499",5951
"1500",28225
"1501",1516
"1502",24283
"1503",43273
"1504",9076
"1505",34027
"1506",17043
"1507",38171
"1508",47211
"1509",26842
"1510",21003
"1511",43430
"1512",22219
"1513",42487
"1514",41367
"1515",44397
"1516",31364
"1517",41644
"1518",38550
"1519",2742
"1520",11029
"1521",21883
"1522",38516
"1523",41543
"1524",11236
"1525",26945
"1526",952
"1527",16207
"1528",17048
"1529",9233
"1530",44365
"1531",8335
"1532",36382
"1533",40955
"1534",17333
"1535",14498
"1536",13638
"1537",6170
"1538",13624
"1539",44853
"1540",3686
"1541",38952
"1542",22430
"1543",7997
"1544",38578
"1545",23253
"1546",34841
"1547",17937
"1548",37031
"1549",27720
"1550",25230
"1551",46702
"1552",979
"1553",47895
"1554",3796
"1555",34752
"1556",29860
"1557",3164
"1558",16465
"1559",6939
"1560",47634
"1561",22962
"1562",35785
"1563",24863
"1564",47380
"1565",43803
"1566",39257
"1567",17257
"1568",35941
"1569",11586
"1570",12493
"1571",25819
"1572",23132
"1573",13991
"1574",39500
"1575",31959
"1576",3535
"1577",16683
"1578",7327
"1579",37320
"1580",16827
"1581",38564
"1582",47875
"1583",44933
"1584",20688
"1585",23496
"1586",17377
"1587",10999
"1588",2391
"1589",47303
"1590",31649
"1591",26049
"1592",42652
"1593",2900
"1594",22857
"1595",27637
"1596",26453
"1597",32931
"1598",16649
"1599",23880
"1600",22308
"1601",38286
"1602",25959
"1603",13290
"1604",7661
"1605",5828
"1606",17709
"1607",44740
"1608",19832
"1609",40096
"1610",15712
"1611",35363
"1612",48177
"1613",15476
"1614",25618
"1615",44190
"1616",31903
"1617",31541
"1618",1820
"1619",32425
"1620",34322
"1621",8196
"1622",32886
"1623",12350
"1624",32896
"1625",28060
"1626",42564
"1627",11164
"1628",23383
"1629",40863
"1630",15669
"1631",43661
"1632",15243
"1633",33468
"1634",46791
"1635",6299
"1636",26823
"1637",13858
"1638",19492
"1639",46117
"1640",18704
"1641",583
"1642",855
"1643",5788
"1644",16141
"1645",47189
"1646",3451
"1647",21830
"1648",37272
"1649",41279
"1650",28484
"1651",10522
"1652",48709
"1653",17128
"1654",13737
"1655",21810
"1656",26441
"1657",5353
"1658",16664
"1659",26574
"1660",32491
"1661",35596
"1662",12051
"1663",24940
"1664",38740
"1665",48452
"1666",38599
"1667",12542
"1668",34501
"1669",18297
"1670",35150
"1671",28363
"1672",36363
"1673",45649
"1674",42823
"1675",3705
"1676",36894
"1677",19576
"1678",3660
"1679",13408
"1680",10036
"1681",37624
"1682",26066
"1683",14894
"1684",25801
"1685",42941
"1686",27979
"1687",27880
"1688",31820
"1689",23296
"1690",14575
"1691",38254
"1692",42670
"1693",14666
"1694",43972
"1695",29548
"1696",15689
"1697",9055
"1698",5018
"1699",32668
"1700",15765
"1701",25231
"1702",20312
"1703",15894
"1704",9638
"1705",40765
"1706",17275
"1707",12689
"1708",11171
"1709",14440
"1710",1011
"1711",47863
"1712",22921
"1713",19606
"1714",33700
"1715",44359
"1716",34076
"1717",4630
"1718",41821
"1719",31028
"1720",46658
"1721",10332
"1722",36722
"1723",25008
"1724",34106
"1725",40285
"1726",39105
"1727",48382
"1728",31713
"1729",26899
"1730",35626
"1731",46190
"1732",34786
"1733",21110
"1734",46486
"1735",7164
"1736",28086
"1737",5436
"1738",34380
"1739",7610
"1740",43699
"1741",21231
"1742",24490
"1743",8798
"1744",33768
"1745",5137
"1746",13395
"1747",18676
"1748",40145
"1749",23488
"1750",13500
"1751",36181
"1752",38336
"1753",45086
"1754",45815
"1755",45503
"1756",7150
"1757",18063
"1758",16975
"1759",24198
"1760",30020
"1761",29771
"1762",47712
"1763",6793
"1764",34995
"1765",35564
"1766",5824
"1767",16014
"1768",79
"1769",41854
"1770",24523
"1771",13094
"1772",34114
"1773",139
"1774",27653
"1775",17858
"1776",38040
"1777",42088
"1778",32004
"1779",10027
"1780",40422
"1781",10610
"1782",14961
"1783",35374
"1784",32706
"1785",14348
"1786",1259
"1787",2803
"1788",31372
"1789",18507
"1790",40552
"1791",18554
"1792",6821
"1793",30519
"1794",20805
"1795",3007
"1796",48592
"1797",27791
"1798",12702
"1799",21062
"1800",23234
"1801",24291
"1802",24207
"1803",16754
"1804",1239
"1805",29852
"1806",27628
"1807",19484
"1808",23312
"1809",21045
"1810",24987
"1811",21397
"1812",13016
"1813",31912
"1814",36721
"1815",2255
"1816",34339
"1817",24641
"1818",20630
"1819",13506
"1820",41639
"1821",43584
"1822",6247
"1823",29953
"1824",44099
"1825",22925
"1826",34250
"1827",21421
"1828",14225
"1829",3224
"1830",12983
"1831",29388
"1832",21247
"1833",30706
"1834",7227
"1835",21002
"1836",6490
"1837",46753
"1838",29711
"1839",31508
"1840",28788
"1841",37358
"1842",40828
"1843",43101
"1844",8587
"1845",18270
"1846",41420
"1847",45054
"1848",23427
"1849",24053
"1850",25629
"1851",1609
"1852",39448
"1853",16911
"1854",26107
"1855",27509
"1856",4150
"1857",33803
"1858",41881
"1859",28928
"1860",1182
"1861",27985
"1862",29615
"1863",40689
"1864",19744
"1865",39272
"1866",25989
"1867",4351
"1868",12790
"1869",48324
"1870",48842
"1871",3287
"1872",14222
"1873",33173
"1874",35257
"1875",43632
"1876",15058
"1877",1279
"1878",3808
"1879",20559
"1880",856
"1881",7716
"1882",42032
"1883",35105
"1884",46564
"1885",24767
"1886",40901
"1887",15299
"1888",19017
"1889",23474
"1890",13877
"1891",28581
"1892",1693
"1893",5935
"1894",7295
"1895",16314
"1896",48519
"1897",27666
"1898",47588
"1899",28250
"1900",12238
"1901",46978
"1902",29321
"1903",37866
"1904",42302
"1905",21653
"1906",8243
"1907",35191
"1908",33771
"1909",47607
"1910",30024
"1911",9704
"1912",4514
"1913",37074
"1914",9806
"1915",44257
"1916",35959
"1917",29087
"1918",14315
"1919",32284
"1920",29825
"1921",24606
"1922",28821
"1923",44681
"1924",40409
"1925",42572
"1926",5950
"1927",44269
"1928",21256
"1929",18260
"1930",19524
"1931",20939
"1932",15268
"1933",25019
"1934",35162
"1935",41556
"1936",26708
"1937",42774
"1938",48757
"1939",27978
"1940",38192
"1941",44879
"1942",31225
"1943",31604
"1944",14191
"1945",11422
"1946",43839
"1947",42012
"1948",30206
"1949",43759
"1950",12164
"1951",16557
"1952",43306
"1953",44467
"1954",25476
"1955",44390
"1956",18267
"1957",26522
"1958",12781
"1959",45326
"1960",36380
"1961",8724
"1962",17960
"1963",5803
"1964",8094
"1965",38150
"1966",1675
"1967",40083
"1968",17414
"1969",32374
"1970",22911
"1971",37075
"1972",41596
"1973",41493
"1974",36997
"1975",29882
"1976",22457
"1977",45203
"1978",22162
"1979",445
"1980",40064
"1981",3958
"1982",20888
"1983",10096
"1984",30977
"1985",17059
"1986",34100
"1987",30692
"1988",45081
"1989",47110
"1990",36933
"1991",44057
"1992",35991
"1993",33811
"1994",16333
"1995",5566
"1996",22749
"1997",27583
"1998",44072
"1999",44672
"2000",41308
"2001",40580
"2002",38519
"2003",35563
"2004",31026
"2005",8290
"2006",18207
"2007",44818
"2008",19306
"2009",20296
"2010",21801
"2011",25630
"2012",12874
"2013",3612
"2014",46662
"2015",4816
"2016",16318
"2017",17643
"2018",47707
"2019",6526
"2020",25871
"2021",19908
"2022",20497
"2023",33425
"2024",45886
"2025",29348
"2026",27212
"2027",46225
"2028",27786
"2029",3178
"2030",7285
"2031",11613
"2032",43168
"2033",8714
"2034",26073
"2035",11967
"2036",10066
"2037",9875
"2038",25129
"2039",2591
"2040",45057
"2041",9667
"2042",36154
"2043",38497
"2044",40891
"2045",39879
"2046",25379
"2047",38125
"2048",44555
"2049",12657
"2050",28712
"2051",11282
"2052",25958
"2053",2283
"2054",44361
"2055",37499
"2056",20398
"2057",11069
"2058",16948
"2059",24732
"2060",44831
"2061",35006
"2062",31983
"2063",45719
"2064",25122
"2065",36257
"2066",47334
"2067",25452
"2068",32298
"2069",31443
"2070",28837
"2071",38728
"2072",2461
"2073",29481
"2074",44785
"2075",26158
"2076",35187
"2077",43122
"2078",47733
"2079",43291
"2080",30164
"2081",19665
"2082",35541
"2083",1021
"2084",40665
"2085",37753
"2086",45772
"2087",10975
"2088",2084
"2089",12749
"2090",13083
"2091",42840
"2092",5246
"2093",5792
"2094",18362
"2095",31111
"2096",26085
"2097",44466
"2098",43438
"2099",13581
"2100",10306
"2101",14580
"2102",18670
"2103",16492
"2104",14105
"2105",25494
"2106",32718
"2107",40500
"2108",31967
"2109",23996
"2110",796
"2111",18545
"2112",5107
"2113",32978
"2114",33004
"2115",1092
"2116",39796
"2117",27754
"2118",12223
"2119",36685
"2120",24395
"2121",3924
"2122",859
"2123",33804
"2124",12343
"2125",23659
"2126",13955
"2127",12725
"2128",15565
"2129",30705
"2130",17549
"2131",34769
"2132",38977
"2133",8359
"2134",42584
"2135",45255
"2136",45201
"2137",1538
"2138",23951
"2139",12068
"2140",47124
"2141",25111
"2142",33909
"2143",48786
"2144",29649
"2145",26822
"2146",1148
