"","Sex","Age","Debt","Married","BankCustomer","EducationLevel","Ethicity","Years_employed","PriorDefault","Employed","CreditScore","Driverslicense","Citizen","Zipcode","Income","class"
"396","b",29.83,2.04,"y","BankCustomer_p","EducationLevel_x","Ethicity_h",0.04,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",128,1,"-"
"1","a",58.67,4.46,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",3.04,"PriorDefault_t","Employed_t",6,"Driverslicense_f","Citizen_g",43,560,"+"
"328","b",34.83,2.5,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",3,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",200,0,"-"
"470","a",21.92,11.665,"u","BankCustomer_g","EducationLevel_k","Ethicity_h",0.085,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",320,5,"-"
"536","a",24.92,1.25,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",80,0,"-"
"161","b",44,2,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",1.75,"PriorDefault_t","Employed_t",2,"Driverslicense_t","Citizen_g",0,15,"+"
"476","b",23.58,0.835,"u","BankCustomer_g","EducationLevel_i","Ethicity_h",0.085,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",220,5,"-"
"92","b",31.6297058823529,5,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",8.5,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",0,0,"-"
"275","b",18.58,5.71,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",0.54,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",120,0,"-"
"552","b",34.75,15,"u","BankCustomer_g","EducationLevel_r","Ethicity_n",5.375,"PriorDefault_t","Employed_t",9,"Driverslicense_t","Citizen_g",0,134,"+"
"573","a",65.17,14,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_t","Employed_t",11,"Driverslicense_t","Citizen_g",0,1400,"+"
"313","a",18.58,10,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",0.415,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",80,42,"-"
"620","b",22.17,2.25,"u","BankCustomer_g","EducationLevel_i","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,10,"-"
"502","a",64.08,0.165,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",232,100,"+"
"219","a",18.92,9.25,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",1,"PriorDefault_t","Employed_t",4,"Driverslicense_t","Citizen_g",80,500,"+"
"680","b",19.5,0.29,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",0.29,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",280,364,"-"
"376","b",28.67,14.5,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,286,"-"
"287","b",29.5,0.58,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",0.29,"PriorDefault_f","Employed_t",1,"Driverslicense_f","Citizen_g",340,2803,"-"
"397","a",23.58,0.585,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",120,87,"-"
"88","b",34,4.5,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",1,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",240,0,"-"
"309","a",31.75,3,"y","BankCustomer_p","EducationLevel_j","Ethicity_j",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,20,"-"
"45","b",54.33,6.75,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",2.625,"PriorDefault_t","Employed_t",11,"Driverslicense_t","Citizen_g",0,284,"+"
"26","a",47,13,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",5.165,"PriorDefault_t","Employed_t",9,"Driverslicense_t","Citizen_g",0,0,"+"
"539","b",80.25,5.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.54,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",0,340,"-"
"487","b",24.5,13.335,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",0.04,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",120,475,"-"
"569","a",35.75,0.915,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.75,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",0,1583,"+"
"598","b",20.08,0.125,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",1,"PriorDefault_f","Employed_t",1,"Driverslicense_f","Citizen_g",240,768,"+"
"101","b",35.25,16.5,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",4,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",80,0,"-"
"568","b",43.08,0.375,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",0.375,"PriorDefault_t","Employed_t",8,"Driverslicense_t","Citizen_g",300,162,"+"
"557","a",32.17,1.46,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",1.085,"PriorDefault_t","Employed_t",16,"Driverslicense_f","Citizen_g",120,2079,"+"
"159","b",34.08,0.08,"y","BankCustomer_p","EducationLevel_m","Ethicity_bb",0.04,"PriorDefault_t","Employed_t",1,"Driverslicense_t","Citizen_g",280,2000,"+"
"380","b",43.17,5,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",2.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",141,0,"-"
"363","b",16.92,0.335,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.29,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",200,0,"-"
"402","a",51.92,6.5,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",3.085,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",73,0,"-"
"61","b",31.67,16.165,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",3,"PriorDefault_t","Employed_t",9,"Driverslicense_f","Citizen_g",250,730,"+"
"381","a",22.67,7,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,0,"-"
"280","b",21.17,0.875,"y","BankCustomer_p","EducationLevel_c","Ethicity_h",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",280,204,"-"
"282","b",17.67,4.46,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",80,0,"-"
"456","b",34.58,0,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_p",176.463099630996,0,"-"
"250","b",40.25,21.5,"u","BankCustomer_g","EducationLevel_e","Ethicity_z",20,"PriorDefault_t","Employed_t",11,"Driverslicense_f","Citizen_g",0,1200,"+"
"632","a",38.75,1.5,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",76,0,"-"
"332","b",34.08,2.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",1,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",460,16,"-"
"243","a",18.75,7.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",2.71,"PriorDefault_t","Employed_t",5,"Driverslicense_f","Citizen_g",176.463099630996,26726,"+"
"25","a",15.83,0.585,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",1.5,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",100,0,"+"
"648","b",25.58,0.335,"u","BankCustomer_g","EducationLevel_k","Ethicity_h",3.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",340,0,"-"
"506","a",18.92,9,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.75,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",88,591,"+"
"595","b",25.75,0.75,"u","BankCustomer_g","EducationLevel_c","Ethicity_bb",0.25,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",349,23,"+"
"583","b",32.67,9,"y","BankCustomer_p","EducationLevel_w","Ethicity_h",5.25,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",154,0,"+"
"217","b",55.92,11.5,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",5,"PriorDefault_t","Employed_t",5,"Driverslicense_f","Citizen_g",0,8851,"+"
"391","b",39.92,5,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",0.21,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",550,0,"-"
"191","b",42,0.205,"u","BankCustomer_g","EducationLevel_i","Ethicity_h",5.125,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",400,0,"+"
"169","b",37.5,1.125,"y","BankCustomer_p","EducationLevel_d","Ethicity_v",1.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",431,0,"+"
"104","b",27.83,4,"y","BankCustomer_p","EducationLevel_i","Ethicity_h",5.75,"PriorDefault_t","Employed_t",2,"Driverslicense_t","Citizen_g",75,0,"-"
"139","a",26.92,13.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",5,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",0,5000,"+"
"133","b",36.25,5,"u","BankCustomer_g","EducationLevel_c","Ethicity_bb",2.5,"PriorDefault_t","Employed_t",6,"Driverslicense_f","Citizen_g",0,367,"+"
"422","b",29.42,1.25,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",1.75,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",200,0,"-"
"74","b",44.83,7,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",1.625,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,2,"-"
"457","b",29.67,0.75,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",0.04,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",240,0,"-"
"417","b",23.58,1.79,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.54,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",136,1,"-"
"359","a",36.75,4.71,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,0,"-"
"53","b",34.92,2.5,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",0,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",239,200,"+"
"656","b",25.67,3.25,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",2.29,"PriorDefault_f","Employed_t",1,"Driverslicense_t","Citizen_g",416,21,"-"
"672","a",50.25,0.835,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",240,117,"-"
"589","b",25.33,0.58,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.29,"PriorDefault_t","Employed_t",7,"Driverslicense_t","Citizen_g",96,5124,"+"
"130","b",67.75,5.5,"u","BankCustomer_g","EducationLevel_e","Ethicity_z",13,"PriorDefault_t","Employed_t",1,"Driverslicense_t","Citizen_g",0,0,"+"
"164","a",60.58,16.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",11,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",21,10561,"+"
"450","b",31.6297058823529,3,"y","BankCustomer_p","EducationLevel_i","Ethicity_bb",7,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,1,"-"
"596","a",46.08,3,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",2.375,"PriorDefault_t","Employed_t",8,"Driverslicense_t","Citizen_g",396,4159,"+"
"370","b",33,2.5,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",7,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",280,0,"-"
"51","b",26,1,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",1.75,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",280,0,"+"
"236","b",26.17,0.25,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",0,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",0,0,"+"
"463","a",36.58,0.29,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_t",10,"Driverslicense_f","Citizen_g",200,18,"-"
"567","a",25.17,2.875,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",0.875,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",360,0,"+"
"600","a",29.5,0.46,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",0.54,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",380,500,"+"
"366","a",22.75,6.165,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",220,1000,"-"
"348","b",63.33,0.54,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.585,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",180,0,"-"
"455","b",36.17,18.125,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",0.085,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",320,3552,"-"
"430","b",51.83,3,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",1.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",180,4,"-"
"333","a",25.25,12.5,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",1,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",180,1062,"-"
"146","b",23.25,1.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",2.375,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",0,582,"+"
"635","b",18.17,2.46,"u","BankCustomer_g","EducationLevel_c","Ethicity_n",0.96,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",160,587,"-"
"360","a",30.25,5.5,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",5.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",100,0,"-"
"31","b",42,9.79,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",7.96,"PriorDefault_t","Employed_t",8,"Driverslicense_f","Citizen_g",0,0,"+"
"15","b",36.67,4.415,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.25,"PriorDefault_t","Employed_t",10,"Driverslicense_t","Citizen_g",320,0,"+"
"89","a",49,1.5,"u","BankCustomer_g","EducationLevel_j","Ethicity_j",0,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",100,27,"-"
"318","b",19.17,0,"y","BankCustomer_p","EducationLevel_m","Ethicity_bb",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",500,1,"+"
"141","a",56.5,16,"u","BankCustomer_g","EducationLevel_j","Ethicity_ff",0,"PriorDefault_t","Employed_t",15,"Driverslicense_f","Citizen_g",0,247,"+"
"409","b",17.08,0.25,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.335,"PriorDefault_f","Employed_t",4,"Driverslicense_f","Citizen_g",160,8,"-"
"671","b",25.83,12.835,"u","BankCustomer_g","EducationLevel_cc","Ethicity_v",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,2,"-"
"574","a",20.33,10,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",1,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",50,1465,"+"
"626","b",22,7.835,"y","BankCustomer_p","EducationLevel_i","Ethicity_bb",0.165,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",176.463099630996,0,"-"
"325","a",29.5,1.085,"y","BankCustomer_p","EducationLevel_x","Ethicity_v",1,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",280,13,"-"
"105","b",54.83,15.5,"u","BankCustomer_g","EducationLevel_e","Ethicity_z",0,"PriorDefault_t","Employed_t",20,"Driverslicense_f","Citizen_g",152,130,"-"
"179","b",20.17,8.17,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",1.96,"PriorDefault_t","Employed_t",14,"Driverslicense_f","Citizen_g",60,158,"+"
"274","b",30.67,2.5,"u","BankCustomer_g","EducationLevel_cc","Ethicity_h",2.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",340,0,"-"
"87","b",25.67,2.21,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",4,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",188,0,"-"
"488","b",18.83,3.54,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",180,1,"-"
"324","b",33.67,1.25,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",1.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",120,0,"-"
"423","b",26.17,0.835,"u","BankCustomer_g","EducationLevel_cc","Ethicity_v",1.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",100,0,"-"
"555","b",41.92,0.42,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",0.21,"PriorDefault_t","Employed_t",6,"Driverslicense_f","Citizen_g",220,948,"+"
"97","b",31.6297058823529,0.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_bb",0.835,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_s",320,0,"-"
"286","a",31.6297058823529,1.5,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",200,105,"-"
"678","a",17.92,10.21,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,50,"-"
"240","b",20.5,10,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",2.5,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_s",40,0,"+"
"335","b",27.67,0.75,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",0.165,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",220,251,"-"
"442","b",30.58,2.71,"y","BankCustomer_p","EducationLevel_m","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",80,0,"-"
"311","b",19,1.75,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",2.335,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",112,6,"-"
"621","b",22.67,0.165,"u","BankCustomer_g","EducationLevel_c","Ethicity_j",2.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",0,0,"+"
"375","a",20.83,0.5,"y","BankCustomer_p","EducationLevel_e","Ethicity_dd",1,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",260,0,"-"
"263","a",20.42,10.5,"y","BankCustomer_p","EducationLevel_x","Ethicity_h",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",154,32,"-"
"14","a",45.83,10.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",5,"PriorDefault_t","Employed_t",7,"Driverslicense_t","Citizen_g",0,0,"+"
"304","a",24.75,13.665,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",1.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",280,1,"-"
"670","b",47.17,5.835,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",5.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",465,150,"-"
"419","a",26.58,2.54,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",180,60,"-"
"615","b",29.42,1.25,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",0.25,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",400,108,"-"
"518","a",28.17,0.375,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.585,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",80,0,"+"
"128","b",34.42,4.25,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",3.25,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",274,610,"+"
"580","b",31.67,0.83,"u","BankCustomer_g","EducationLevel_x","Ethicity_v",1.335,"PriorDefault_t","Employed_t",8,"Driverslicense_t","Citizen_g",303,3290,"+"
"585","b",73.42,17.75,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",0,0,"+"
"310","a",24.83,4.5,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",1,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",360,6,"-"
"331","a",33.25,2.5,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",2.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",0,2,"-"
"2","a",24.5,0.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",1.5,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",280,824,"+"
"62","a",23.42,0.79,"y","BankCustomer_p","EducationLevel_q","Ethicity_v",1.5,"PriorDefault_t","Employed_t",2,"Driverslicense_t","Citizen_g",80,400,"+"
"220","a",50.08,12.54,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",2.29,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",156,0,"+"
"428","b",49.17,2.29,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0.29,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",200,3,"-"
"630","a",22.92,1.25,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",120,809,"-"
"49","b",23.92,0.665,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",100,0,"+"
"390","b",15.17,7,"u","BankCustomer_g","EducationLevel_e","Ethicity_v",1,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",600,0,"-"
"549","b",48.33,12,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",16,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_s",110,0,"+"
"676","a",30.58,10.665,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",0.085,"PriorDefault_f","Employed_t",12,"Driverslicense_t","Citizen_g",129,3,"-"
"627","b",36.08,2.54,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,1000,"-"
"507","a",24.75,3,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",1.835,"PriorDefault_t","Employed_t",19,"Driverslicense_f","Citizen_g",0,500,"+"
"79","b",21.5,9.75,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.25,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",140,0,"-"
"200","a",24.08,0.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",1.25,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",0,678,"+"
"566","b",23.08,11.5,"u","BankCustomer_g","EducationLevel_w","Ethicity_h",2.125,"PriorDefault_t","Employed_t",11,"Driverslicense_t","Citizen_g",290,284,"+"
"528","a",55.75,7.08,"u","BankCustomer_g","EducationLevel_k","Ethicity_h",6.75,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",100,50,"-"
"337","a",34.83,1.25,"y","BankCustomer_p","EducationLevel_i","Ethicity_h",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",160,0,"-"
"365","b",42.83,1.25,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",13.875,"PriorDefault_f","Employed_t",1,"Driverslicense_t","Citizen_g",352,112,"-"
"364","b",24.42,2,"u","BankCustomer_g","EducationLevel_e","Ethicity_dd",0.165,"PriorDefault_f","Employed_t",2,"Driverslicense_f","Citizen_g",320,1300,"-"
"108","b",40.92,2.25,"y","BankCustomer_p","EducationLevel_x","Ethicity_h",10,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",176,0,"-"
"361","b",23.08,2.5,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0.085,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",100,4208,"-"
